essay_id_comp,prompt_name,task
16759AEA250C,Grades for extracurricular activities,Independent
16760A114ACB,Seeking multiple opinions,Independent
167AE151377D,Mandatory extracurricular activities,Independent
167C0474C7F6,Summer projects,Independent
1681878C051A,Mandatory extracurricular activities,Independent
1684BE6E2D54,Seeking multiple opinions,Independent
168890CF840E,Mandatory extracurricular activities,Independent
168E5BD0AECE,Mandatory extracurricular activities,Independent
168FBD2247BA,Distance learning,Independent
169CCAB1500F,Cell phones at school,Independent
16A19F37921F,Distance learning,Independent
16A2070EB15F,Distance learning,Independent
16A44AFEC63B,Cell phones at school,Independent
16A92F43071D,Mandatory extracurricular activities,Independent
16AFB1342251,Seeking multiple opinions,Independent
16B7CA362E71,Distance learning,Independent
16BC80DFCF74,Seeking multiple opinions,Independent
16C808F5F642,Distance learning,Independent
16D1DCBC366E,Cell phones at school,Independent
16D2B327B978,Distance learning,Independent
16D3EFBE11FD,Distance learning,Independent
16DE10816A76,Distance learning,Independent
16DEF72E220A,Distance learning,Independent
16E17D54523A,Grades for extracurricular activities,Independent
16E4FB7A2BAF,Community service,Independent
16F34D94DC83,Grades for extracurricular activities,Independent
16F6DD028926,Community service,Independent
16F9A11EE38E,Seeking multiple opinions,Independent
170444AD3129,Summer projects,Independent
17050101B707,Summer projects,Independent
1706A44CC656,Seeking multiple opinions,Independent
17095E50E21A,Mandatory extracurricular activities,Independent
170E5EDC8024,Grades for extracurricular activities,Independent
1712A40F635E,Community service,Independent
171E655CC8F1,Distance learning,Independent
17249776EA6D,Cell phones at school,Independent
172A3013AF1B,Distance learning,Independent
172DCAD4E21A,Distance learning,Independent
172F67E7FBBC,Community service,Independent
1734511166A2,Summer projects,Independent
173C9B92AEB0,Grades for extracurricular activities,Independent
173DB7DA3CE3,Cell phones at school,Independent
17643FC4CA90,Summer projects,Independent
176FA6CB13C6,Distance learning,Independent
1777FB4DAD97,Summer projects,Independent
177CE5335966,Distance learning,Independent
1780FCAA0B8A,Seeking multiple opinions,Independent
17840D290E28,Distance learning,Independent
179E672AB25B,Community service,Independent
179F54C0EE22,Seeking multiple opinions,Independent
17A4A5CB6DCE,Grades for extracurricular activities,Independent
17A4F48BD589,Grades for extracurricular activities,Independent
17A50BE2FA1C,Cell phones at school,Independent
17AA836BF229,Summer projects,Independent
17B15F103D26,Community service,Independent
17C7C1CAF7E8,Community service,Independent
17C80F3C80B3,Cell phones at school,Independent
17D10719473B,Summer projects,Independent
17D2212B02FC,Mandatory extracurricular activities,Independent
17D59A9E37E1,Community service,Independent
17D80502253D,Grades for extracurricular activities,Independent
17DC48A9BF65,Community service,Independent
17DDD76F2023,Grades for extracurricular activities,Independent
17E0D40B3CB8,Mandatory extracurricular activities,Independent
17E2B6FC3FEE,Seeking multiple opinions,Independent
17F0C18337EA,Mandatory extracurricular activities,Independent
17F339479482,Summer projects,Independent
17F7000992D7,Distance learning,Independent
17FE6E535BC3,Grades for extracurricular activities,Independent
180159E53733,Distance learning,Independent
180B47FDF4C2,Distance learning,Independent
180CC35C87D9,Cell phones at school,Independent
1830EFB03CF9,Seeking multiple opinions,Independent
18322782389D,Summer projects,Independent
183FB472C06E,Seeking multiple opinions,Independent
18409261F5C2,Seeking multiple opinions,Independent
184212E8F6CB,Community service,Independent
184218DDCD92,Seeking multiple opinions,Independent
1842B5E46878,Grades for extracurricular activities,Independent
1844936308C0,Cell phones at school,Independent
1853B94F3ED9,Grades for extracurricular activities,Independent
18554EA0420F,Seeking multiple opinions,Independent
185B843FA452,Cell phones at school,Independent
185E32754366,Seeking multiple opinions,Independent
1871E7C9919E,Seeking multiple opinions,Independent
18854B42A655,Seeking multiple opinions,Independent
18860D492AB7,Cell phones at school,Independent
18925C953322,Seeking multiple opinions,Independent
18A2E82D5F05,Seeking multiple opinions,Independent
18A38B04783D,Cell phones at school,Independent
18A77D3DD491,Mandatory extracurricular activities,Independent
18A9E56DA884,Grades for extracurricular activities,Independent
18AA02D4AF36,Summer projects,Independent
18AC57CFB338,Distance learning,Independent
18AF1F41C208,Grades for extracurricular activities,Independent
18B491F739EE,Distance learning,Independent
18BE93994E21,Distance learning,Independent
18BF6A6DF1A2,Mandatory extracurricular activities,Independent
18C4625AD025,Community service,Independent
18CF13F4818D,Mandatory extracurricular activities,Independent
18D33D605574,Mandatory extracurricular activities,Independent
18D47A791678,Mandatory extracurricular activities,Independent
18DD6D2A09F2,Community service,Independent
18DEE198FBE2,Mandatory extracurricular activities,Independent
18DFC8ABFA92,Distance learning,Independent
18EA3BD58A42,Distance learning,Independent
18EDFBD73F06,Seeking multiple opinions,Independent
18F28119181E,Cell phones at school,Independent
18FBB0E38C68,Grades for extracurricular activities,Independent
18FCCD9CAC40,Mandatory extracurricular activities,Independent
18FDF183D4D1,Summer projects,Independent
1906F877011D,Cell phones at school,Independent
190A7CF741CE,Mandatory extracurricular activities,Independent
19157F773204,Distance learning,Independent
191D76BCC101,Seeking multiple opinions,Independent
1926EA0A1D87,Distance learning,Independent
1927C4B37295,Distance learning,Independent
192A27F0608C,Cell phones at school,Independent
193B0EE3BF45,Community service,Independent
194F79C3C5C0,Cell phones at school,Independent
195719C5F1CD,Cell phones at school,Independent
1957F0D79C24,Distance learning,Independent
195EF688A6FB,Community service,Independent
19668E0A6B97,Grades for extracurricular activities,Independent
19692639977E,Summer projects,Independent
196B4ED6FA4F,Mandatory extracurricular activities,Independent
196E73AAF08F,Distance learning,Independent
197A2E0615B2,Mandatory extracurricular activities,Independent
197CEA0EF269,Summer projects,Independent
197FF5255963,Community service,Independent
1988A2DCF0CB,Cell phones at school,Independent
198ECA5E2E5A,Grades for extracurricular activities,Independent
199246A25EFF,Distance learning,Independent
199656C3699E,Seeking multiple opinions,Independent
199980ADEC34,Cell phones at school,Independent
19A01FCD9C30,Cell phones at school,Independent
19A9B6881B50,Grades for extracurricular activities,Independent
19B5612E4AC4,Cell phones at school,Independent
19BAEA71834C,Summer projects,Independent
19BB34EEB248,Distance learning,Independent
19BE60654AFE,Distance learning,Independent
19BE726697A9,Distance learning,Independent
19C571180C49,Summer projects,Independent
19CC3C000C6C,Seeking multiple opinions,Independent
19D014A29353,Community service,Independent
19D02F757F74,Seeking multiple opinions,Independent
19D04291B198,Seeking multiple opinions,Independent
19E44CA7DF5A,Grades for extracurricular activities,Independent
19E57B0657A6,Summer projects,Independent
19E9A735673D,Seeking multiple opinions,Independent
19EF33B3D3C7,Distance learning,Independent
19FDE7E48C74,Mandatory extracurricular activities,Independent
1A04C4505577,Summer projects,Independent
1A067085A035,Summer projects,Independent
1A068661D19E,Community service,Independent
1A0AD9EDC773,Distance learning,Independent
1A0E4BA7410D,Community service,Independent
1A14F52C0C72,Mandatory extracurricular activities,Independent
1A1F158C0D82,Distance learning,Independent
1A243FC51E59,Grades for extracurricular activities,Independent
1A2699103F72,Community service,Independent
1A2E1741BF9F,Distance learning,Independent
1A31F3084DC0,Community service,Independent
1A34410E8209,Summer projects,Independent
1A3C21FDBDCB,Community service,Independent
1A3C75CD285A,Summer projects,Independent
1A3F808C7AD9,Mandatory extracurricular activities,Independent
1A425C27196E,Cell phones at school,Independent
1A4857187C56,Summer projects,Independent
1A495E1C7906,Community service,Independent
1A569C9C492E,Grades for extracurricular activities,Independent
1A5894AF1B58,Seeking multiple opinions,Independent
1A58E2543D00,Grades for extracurricular activities,Independent
1A5CC8CE870F,Seeking multiple opinions,Independent
1A88DC345340,Cell phones at school,Independent
1A96C4AC477B,Cell phones at school,Independent
1A9B74784B92,Mandatory extracurricular activities,Independent
1AA55FB101FD,Distance learning,Independent
1AA901C2E32E,Mandatory extracurricular activities,Independent
1AAA0FA599F9,Grades for extracurricular activities,Independent
1AABCEE311CE,Mandatory extracurricular activities,Independent
1AABFCFD715A,Community service,Independent
1AB8B1ABEA17,Community service,Independent
1AD208F3F94A,Summer projects,Independent
1AD236405FBA,Cell phones at school,Independent
1AD65D131BE6,Distance learning,Independent
1AD9FF75F9ED,Seeking multiple opinions,Independent
1AE24A0A5097,Summer projects,Independent
1AE40323F062,Seeking multiple opinions,Independent
1AE4FE93159C,Community service,Independent
1AEB326AE57A,Seeking multiple opinions,Independent
1AFDA30737C0,Community service,Independent
1B061D85405F,Distance learning,Independent
1B069ADEF513,Mandatory extracurricular activities,Independent
1B0AA9A7628F,Mandatory extracurricular activities,Independent
1B127A370E2A,Distance learning,Independent
1B13689BCDF1,Summer projects,Independent
1B17CB43C47D,Cell phones at school,Independent
1B2083B9F74C,Mandatory extracurricular activities,Independent
1B267567985A,Distance learning,Independent
1B293B50B28E,Seeking multiple opinions,Independent
1B2BB2B6DE45,Summer projects,Independent
1B2E72AE87B6,Cell phones at school,Independent
1B3701EE4951,Cell phones at school,Independent
1B3BC0D7C62C,Distance learning,Independent
1B46E32DAA7F,Community service,Independent
1B4B715EAC9A,Community service,Independent
1B5012856219,Grades for extracurricular activities,Independent
1B52BB98FACA,Community service,Independent
1B5312BB32B3,Cell phones at school,Independent
1B622A28EDD9,Distance learning,Independent
1B65222659D1,Grades for extracurricular activities,Independent
1B682BC69828,Distance learning,Independent
1B6D51980EDE,Distance learning,Independent
1B76E1F1267C,Summer projects,Independent
1B7A049ADE47,Grades for extracurricular activities,Independent
1B7DB4CB6B2F,Mandatory extracurricular activities,Independent
1B87EDD72ED2,Grades for extracurricular activities,Independent
1B8F4DDB120A,Grades for extracurricular activities,Independent
1B95C44855DD,Mandatory extracurricular activities,Independent
1B9E20C72CD3,Distance learning,Independent
1BA120ABF733,Distance learning,Independent
1BA91BC3D89A,Seeking multiple opinions,Independent
1BAE4E235915,Community service,Independent
1BB1E58F694A,Mandatory extracurricular activities,Independent
1BB2EB85C41C,Distance learning,Independent
1BB9080C5E67,Mandatory extracurricular activities,Independent
1BBCEF0C1832,Grades for extracurricular activities,Independent
1BC6B0614AD2,Summer projects,Independent
1BC811EC52DD,Seeking multiple opinions,Independent
1BCF061FF0FF,Cell phones at school,Independent
1BD5E6B368B8,Summer projects,Independent
1BDD5C33D152,Mandatory extracurricular activities,Independent
1BDDA880A886,Mandatory extracurricular activities,Independent
1BE638E9C951,Mandatory extracurricular activities,Independent
1BE7F304F07F,Community service,Independent
1BF239A971C9,Distance learning,Independent
1BF52A5CA35D,Mandatory extracurricular activities,Independent
1BF9AA238FCE,Distance learning,Independent
1BF9FD62E30B,Seeking multiple opinions,Independent
1BFF05FC5A72,Distance learning,Independent
1C03DC666CB4,Distance learning,Independent
1C088E6CD17E,Distance learning,Independent
1C125837DEEB,Distance learning,Independent
1C13CBFCF87F,Seeking multiple opinions,Independent
1C1B1DA16C45,Cell phones at school,Independent
1C22B0A7AAB8,Distance learning,Independent
1C29F0363194,Mandatory extracurricular activities,Independent
1C32F25C46EE,Distance learning,Independent
1C3B06789FCB,Distance learning,Independent
1C53CA9C2F0C,Mandatory extracurricular activities,Independent
1C53D136E6EB,Distance learning,Independent
1C554F1D9D75,Seeking multiple opinions,Independent
1C58F2AF08B4,Community service,Independent
1C592378CBD1,Summer projects,Independent
1C596BFDD837,Mandatory extracurricular activities,Independent
1C5AB511BF86,Cell phones at school,Independent
1C6A490C7CAA,Community service,Independent
1C6AD56843C8,Grades for extracurricular activities,Independent
1C6B45AF8116,Community service,Independent
1C6B5FFBD027,Seeking multiple opinions,Independent
1C715455970B,Grades for extracurricular activities,Independent
1C7D1F04503D,Mandatory extracurricular activities,Independent
1C7E0D499FBB,Seeking multiple opinions,Independent
1C8564154C20,Cell phones at school,Independent
1C899F124FEB,Distance learning,Independent
1C8C28FBE64E,Distance learning,Independent
1C8F6219CF27,Distance learning,Independent
1C913AB5444E,Grades for extracurricular activities,Independent
1C961BCC0E95,Grades for extracurricular activities,Independent
1C9A50A60FB6,Cell phones at school,Independent
1C9ADFB81C4D,Summer projects,Independent
1C9E388C17B8,Seeking multiple opinions,Independent
1C9F99DCD7E1,Mandatory extracurricular activities,Independent
1CA7B8FAA58E,Mandatory extracurricular activities,Independent
1CAC3BAE4A39,Community service,Independent
1CAEAE4A474A,Grades for extracurricular activities,Independent
1CB3534B82E9,Distance learning,Independent
1CCC679F54A2,Grades for extracurricular activities,Independent
1CCEB6CD629D,Seeking multiple opinions,Independent
1CCEDB8144D5,Distance learning,Independent
1CD91E790D98,Seeking multiple opinions,Independent
1CD944028E3C,Seeking multiple opinions,Independent
1CE6C10B9683,Community service,Independent
1CF149052D11,Summer projects,Independent
1CF3776F970D,Community service,Independent
1D039586402D,Community service,Independent
1D0DD38A4428,Summer projects,Independent
1D0EC331D8F6,Distance learning,Independent
1D0ED4D5C9D9,Cell phones at school,Independent
1D10B524E194,Cell phones at school,Independent
1D222E2831FC,Grades for extracurricular activities,Independent
1D3CCF452096,Mandatory extracurricular activities,Independent
1D3DB70632B9,Mandatory extracurricular activities,Independent
1D459BD1F763,Cell phones at school,Independent
1D4FFD3360DA,Summer projects,Independent
1D51BCF69AD3,Cell phones at school,Independent
1D51C620FCBB,Cell phones at school,Independent
1D5346180BBF,Seeking multiple opinions,Independent
1D5D22EBADBB,Summer projects,Independent
1D6257F878C4,Cell phones at school,Independent
1D6BF18EB6EE,Cell phones at school,Independent
1D75D76AC202,Cell phones at school,Independent
1D7E734B4A3D,Summer projects,Independent
1D7EEE65F780,Distance learning,Independent
1D828863ECB6,Seeking multiple opinions,Independent
1D8D04DBA122,Grades for extracurricular activities,Independent
1D8D31593552,Seeking multiple opinions,Independent
1D8D7B32B98A,Seeking multiple opinions,Independent
1D91A956FD79,Grades for extracurricular activities,Independent
1D994E88DBB6,Mandatory extracurricular activities,Independent
1D9D3DCE169A,Community service,Independent
1DA010DC8392,Distance learning,Independent
1DA7EAA3CE67,Cell phones at school,Independent
1DA96102D0F1,Mandatory extracurricular activities,Independent
1DADA04B4F66,Cell phones at school,Independent
1DB0684041EC,Cell phones at school,Independent
1DB195AA7BE3,Distance learning,Independent
1DC6485ABFF6,Mandatory extracurricular activities,Independent
1DC6C1064011,Grades for extracurricular activities,Independent
1DD339DE06D4,Cell phones at school,Independent
1DD3D8CCFF56,Distance learning,Independent
1DD5B206DC55,Seeking multiple opinions,Independent
1DE4E5333FE6,Grades for extracurricular activities,Independent
1DF74255B4B4,Distance learning,Independent
1DFC4D084BB9,Distance learning,Independent
1DFC980DF01B,Grades for extracurricular activities,Independent
1DFF3734BA4B,Seeking multiple opinions,Independent
1E009323E02F,Distance learning,Independent
1E1804459747,Grades for extracurricular activities,Independent
1E19464E4C30,Cell phones at school,Independent
1E1A489F2DC6,Distance learning,Independent
1E354DDC784B,Distance learning,Independent
1E3699ABBECC,Mandatory extracurricular activities,Independent
1E5487955F16,Seeking multiple opinions,Independent
1E563F170C61,Distance learning,Independent
1E5FF0F98ECA,Mandatory extracurricular activities,Independent
1E656BE75E59,Cell phones at school,Independent
1E658787B2CD,Cell phones at school,Independent
1E6835823351,Distance learning,Independent
1E7013131796,Cell phones at school,Independent
1E759EE13558,Cell phones at school,Independent
1E7E1B256F16,Distance learning,Independent
1E8FBFB5D07B,Community service,Independent
1E9789CE290E,Grades for extracurricular activities,Independent
1E9F7661E8EA,Grades for extracurricular activities,Independent
1EA0EB93157E,Seeking multiple opinions,Independent
1EA78F0F8633,Grades for extracurricular activities,Independent
1EAB51728A20,Cell phones at school,Independent
1EB21F75AB8A,Distance learning,Independent
1EB4D8BFB732,Community service,Independent
1EB7F2CB7A0D,Mandatory extracurricular activities,Independent
1ED627A6FC40,Distance learning,Independent
1EDE0A7134BE,Seeking multiple opinions,Independent
1EEFEAF4481C,Seeking multiple opinions,Independent
1EF0599146E7,Community service,Independent
1EF3F333D2C4,Distance learning,Independent
1EF7C63675AE,Distance learning,Independent
1EFA2916E5A8,Community service,Independent
1F06A4B670A1,Summer projects,Independent
1F0A461A2589,Distance learning,Independent
1F0FE892EC33,Mandatory extracurricular activities,Independent
1F1036C2B418,Mandatory extracurricular activities,Independent
1F150143FE89,Cell phones at school,Independent
1F2351768406,Seeking multiple opinions,Independent
1F25E363B7CC,Cell phones at school,Independent
1F265D1089C1,Community service,Independent
1F26EB15E91D,Community service,Independent
1F2DD4E07ECA,Grades for extracurricular activities,Independent
1F30B1F276A7,Community service,Independent
1F3AF3D5FB38,Mandatory extracurricular activities,Independent
1F4234C9B91C,Mandatory extracurricular activities,Independent
1F46EFAFBDED,Mandatory extracurricular activities,Independent
1F4F8D4E1E93,Grades for extracurricular activities,Independent
1F51352E0E5F,Summer projects,Independent
1F56575F6388,Cell phones at school,Independent
1F58CB4D5847,Seeking multiple opinions,Independent
1F5A8C38324F,Community service,Independent
1F62CA3289DF,Community service,Independent
1F6AB4756E2B,Community service,Independent
1F7354AA60CE,Community service,Independent
1F7997582855,Summer projects,Independent
1F8012FFBEBE,Grades for extracurricular activities,Independent
1F8354F0A861,Community service,Independent
1F8987BC7DAC,Summer projects,Independent
1F8DDCFCA766,Distance learning,Independent
1F939ECCB2B7,Mandatory extracurricular activities,Independent
1FA0FEE9D92E,Grades for extracurricular activities,Independent
1FBDE79B7DE3,Grades for extracurricular activities,Independent
1FBDEE7FC78D,Cell phones at school,Independent
1FC7F0D3FB27,Mandatory extracurricular activities,Independent
1FD55698D1E5,Summer projects,Independent
1FD569E1D4BF,Seeking multiple opinions,Independent
1FD6E30AAEE1,Distance learning,Independent
1FE6D3E74838,Community service,Independent
1FEBEB39986A,Distance learning,Independent
1FF01ED707B6,Cell phones at school,Independent
1FF56BEDD938,Distance learning,Independent
1FFD96FC48A6,Community service,Independent
2.03527E+11,Distance learning,Independent
2.24E+09,Cell phones at school,Independent
2.84131E+11,Distance learning,Independent
2.93994E+11,Community service,Independent
20020164071C,Mandatory extracurricular activities,Independent
200ADAF3A255,Cell phones at school,Independent
201241D24A3E,Distance learning,Independent
20141DCB5346,Summer projects,Independent
2017D32A0639,Summer projects,Independent
201EB1D0F1D5,Cell phones at school,Independent
201EC18E0A04,Distance learning,Independent
2022B8E2B360,Community service,Independent
202A2848311C,Distance learning,Independent
202C16A5B108,Grades for extracurricular activities,Independent
2036EC78D2A8,Cell phones at school,Independent
203C3C0F1250,Distance learning,Independent
2042CFDC3B39,Mandatory extracurricular activities,Independent
20498D2BFDBE,Seeking multiple opinions,Independent
204C6B729D8B,Summer projects,Independent
204D7AB9CE39,Summer projects,Independent
204E5D4294C2,Seeking multiple opinions,Independent
204F7EAA0EBA,Mandatory extracurricular activities,Independent
20529E261AA8,Seeking multiple opinions,Independent
2052CF966A42,Summer projects,Independent
2054D2FC64B5,Cell phones at school,Independent
2056B171116E,Mandatory extracurricular activities,Independent
20644ECC874C,Cell phones at school,Independent
206668BD9662,Mandatory extracurricular activities,Independent
2066F8A811A8,Distance learning,Independent
206B99189A87,Summer projects,Independent
20751E8B947B,Grades for extracurricular activities,Independent
2079B764948D,Seeking multiple opinions,Independent
207B0FEB5BEF,Mandatory extracurricular activities,Independent
207D9B0083FC,Community service,Independent
2080B945CF87,Summer projects,Independent
20835D731FF0,Community service,Independent
2083E1A7DEE8,Cell phones at school,Independent
2084B16E2FB2,Distance learning,Independent
2089EF1099EB,Distance learning,Independent
208C0541845A,Mandatory extracurricular activities,Independent
209523F52F65,Cell phones at school,Independent
2095C9D9F5B2,Mandatory extracurricular activities,Independent
209A6BC99DB9,Seeking multiple opinions,Independent
209EE46FB0BB,Distance learning,Independent
20A42E81AC2B,Distance learning,Independent
20A4E74DE0C3,Distance learning,Independent
20AFE3565B10,Cell phones at school,Independent
20B68A9E272C,Distance learning,Independent
20B696B5B9EE,Community service,Independent
20B859376593,Mandatory extracurricular activities,Independent
20C01368FC3E,Summer projects,Independent
20D0120E0F48,Community service,Independent
20D092AFC4C5,Summer projects,Independent
20D2723ED2DB,Grades for extracurricular activities,Independent
20DB11FE439D,Grades for extracurricular activities,Independent
20E1ED11F61C,Distance learning,Independent
20E2A9554CFD,Distance learning,Independent
20E89E9AE5DE,Distance learning,Independent
20EE7E422C2D,Seeking multiple opinions,Independent
20F2A0811902,Grades for extracurricular activities,Independent
20FE40010F03,Cell phones at school,Independent
21047CC94658,Community service,Independent
2104D2D71F9F,Grades for extracurricular activities,Independent
2107BAE9CB50,Seeking multiple opinions,Independent
210E5C7F2F35,Grades for extracurricular activities,Independent
211F21B81B38,Grades for extracurricular activities,Independent
2127D8777A44,Distance learning,Independent
2128C7FE7B98,Seeking multiple opinions,Independent
213479A5F0F2,Distance learning,Independent
214613C46F3F,Cell phones at school,Independent
214B8A25615F,Cell phones at school,Independent
216054C99572,Seeking multiple opinions,Independent
2165829CACBD,Distance learning,Independent
216AEAE3EF97,Distance learning,Independent
21707382C0F0,Community service,Independent
2172A101602E,Mandatory extracurricular activities,Independent
2173CA2A86C6,Mandatory extracurricular activities,Independent
21750F35CEF4,Community service,Independent
217A7429341D,Community service,Independent
2181C567F6B0,Grades for extracurricular activities,Independent
2187FAAB11BD,Summer projects,Independent
2189471C5C78,Seeking multiple opinions,Independent
218A21C443ED,Cell phones at school,Independent
218D823057E2,Community service,Independent
21959ECFE644,Grades for extracurricular activities,Independent
219670F16AF1,Cell phones at school,Independent
2198FC9EDB6C,Seeking multiple opinions,Independent
219BA92044F6,Grades for extracurricular activities,Independent
219CD728CDA8,Mandatory extracurricular activities,Independent
21A20247B3BC,Summer projects,Independent
21A24A785A7E,Community service,Independent
21A42B48B15B,Seeking multiple opinions,Independent
21A87B922013,Distance learning,Independent
21AF117D5E82,Community service,Independent
21B1546505A8,Summer projects,Independent
21C75B3F290A,Distance learning,Independent
21C84DF6129A,Seeking multiple opinions,Independent
21D853C79076,Community service,Independent
21E0940DB28C,Cell phones at school,Independent
21EFAE02832D,Summer projects,Independent
22075172920B,Mandatory extracurricular activities,Independent
2207AE9DCDE3,Cell phones at school,Independent
22083B21A7CB,Distance learning,Independent
2208F4EB02E5,Grades for extracurricular activities,Independent
220A26E7E802,Cell phones at school,Independent
220B64DA6B5C,Summer projects,Independent
220E202448F4,Grades for extracurricular activities,Independent
2213EE7BF546,Community service,Independent
22164E215B04,Distance learning,Independent
2221985D49BD,Distance learning,Independent
2222A56620C0,Cell phones at school,Independent
22291845AEDC,Distance learning,Independent
223370B9F564,Community service,Independent
223FCA37F79D,Cell phones at school,Independent
22407ED964AB,Community service,Independent
22416450E0EF,Summer projects,Independent
2248AC325F36,Distance learning,Independent
224F10CBF764,Distance learning,Independent
2270FFC2D480,Distance learning,Independent
2272E232DFD6,Summer projects,Independent
227853D28137,Community service,Independent
2285E3878B94,Distance learning,Independent
228615F1933B,Summer projects,Independent
2290CEF95268,Community service,Independent
2298E32EC81F,Mandatory extracurricular activities,Independent
22AD8A978FDA,Cell phones at school,Independent
22B0E90D524E,Community service,Independent
22B275BF971C,Cell phones at school,Independent
22B6586B8AC2,Cell phones at school,Independent
22BF4720FB84,Distance learning,Independent
22C47823C6B4,Cell phones at school,Independent
22CDED7996CD,Cell phones at school,Independent
22D4F1298062,Grades for extracurricular activities,Independent
22D938F5E0E2,Distance learning,Independent
22DB84B437CC,Mandatory extracurricular activities,Independent
22DC16B8F0A6,Distance learning,Independent
22E2EE7963FA,Cell phones at school,Independent
22E3898773C3,Mandatory extracurricular activities,Independent
22E55C32A973,Distance learning,Independent
22E583DA7364,Distance learning,Independent
22ED0ED1EF2C,Grades for extracurricular activities,Independent
22ED4D73E0D1,Seeking multiple opinions,Independent
22F3B43D815D,Mandatory extracurricular activities,Independent
22FD17FB1BEB,Summer projects,Independent
23011CDB368B,Cell phones at school,Independent
2304F1CAF693,Mandatory extracurricular activities,Independent
23125D54C38E,Distance learning,Independent
23172C7BD629,Grades for extracurricular activities,Independent
2319365E6640,Seeking multiple opinions,Independent
231993662C14,Community service,Independent
2321C93F8D7E,Cell phones at school,Independent
2321FAC1E823,Summer projects,Independent
232936504C18,Grades for extracurricular activities,Independent
23393129100A,Mandatory extracurricular activities,Independent
233A35247566,Distance learning,Independent
233B42867340,Mandatory extracurricular activities,Independent
233F34A737E9,Summer projects,Independent
234B430EDAEE,Grades for extracurricular activities,Independent
234C30A69CA4,Grades for extracurricular activities,Independent
234C54F93ABC,Community service,Independent
2352FF50900C,Summer projects,Independent
235437780D47,Mandatory extracurricular activities,Independent
23584D5738EE,Mandatory extracurricular activities,Independent
2372C99019C2,Grades for extracurricular activities,Independent
2375E96B7653,Community service,Independent
23770C56BF47,Grades for extracurricular activities,Independent
237968EDE68A,Community service,Independent
2379C4EA00DF,Distance learning,Independent
237FA40D5CFD,Summer projects,Independent
2388E2CAC922,Grades for extracurricular activities,Independent
238A68D91301,Distance learning,Independent
2393A995A4A5,Cell phones at school,Independent
239695A3CE7C,Community service,Independent
23972FBA1934,Distance learning,Independent
239C29327493,Seeking multiple opinions,Independent
239FAAA1C2FD,Distance learning,Independent
23A77FF701B3,Grades for extracurricular activities,Independent
23A8E9D02DBB,Community service,Independent
23B3D8854723,Distance learning,Independent
23B7C4778106,Grades for extracurricular activities,Independent
23C514D3D801,Summer projects,Independent
23C6ED53A179,Seeking multiple opinions,Independent
23CC3629CEC0,Community service,Independent
23CE04ED9655,Mandatory extracurricular activities,Independent
23D479DD8197,Seeking multiple opinions,Independent
23DFB0D7B17D,Distance learning,Independent
23F0ABEF8370,Seeking multiple opinions,Independent
24041E649D2E,Grades for extracurricular activities,Independent
240D22669177,Mandatory extracurricular activities,Independent
24122D3D3AED,Grades for extracurricular activities,Independent
2412D8A6EDB4,Community service,Independent
241CF8E86F9C,Distance learning,Independent
2421208F6A6E,Cell phones at school,Independent
24241413242F,Seeking multiple opinions,Independent
242E9BA55C0C,Distance learning,Independent
24311D9459DD,Cell phones at school,Independent
2437AAC4FFEC,Mandatory extracurricular activities,Independent
2438536A9907,Seeking multiple opinions,Independent
2439596F6AF3,Distance learning,Independent
243C2673D4A1,Seeking multiple opinions,Independent
244D42657A60,Summer projects,Independent
246A0E00FE73,Summer projects,Independent
246A11006D33,Summer projects,Independent
24708E827578,Community service,Independent
247B73B47DFF,Cell phones at school,Independent
247E13C6D8DB,Cell phones at school,Independent
24804BF1823C,Community service,Independent
248AD4A808F4,Distance learning,Independent
248F805B58E5,Seeking multiple opinions,Independent
2491845AE919,Cell phones at school,Independent
24969BC6AB56,Seeking multiple opinions,Independent
2498B1D89628,Cell phones at school,Independent
24A44D78C494,Distance learning,Independent
24AB166876CE,Summer projects,Independent
24AC606DE085,Community service,Independent
24AE99ACFB83,Seeking multiple opinions,Independent
24B130898C0A,Grades for extracurricular activities,Independent
24B385AF486F,Cell phones at school,Independent
24B46AF7A944,Distance learning,Independent
24B659FCEC04,Grades for extracurricular activities,Independent
24BA92F852DF,Distance learning,Independent
24BC9F21DAE0,Seeking multiple opinions,Independent
24C26AB99AAA,Community service,Independent
24C5ED476177,Summer projects,Independent
24CA09FC2888,Cell phones at school,Independent
24D418729648,Grades for extracurricular activities,Independent
24D7E9159963,Grades for extracurricular activities,Independent
24D93C4D0921,Distance learning,Independent
24E0B6DB7B49,Community service,Independent
24E2967E7441,Seeking multiple opinions,Independent
24E58541E795,Community service,Independent
24E7F271035B,Distance learning,Independent
24E83FA682F8,Grades for extracurricular activities,Independent
24EB88B49A7E,Seeking multiple opinions,Independent
24F0488F11ED,Cell phones at school,Independent
24FA36D49DB7,Summer projects,Independent
24FC5E6ADF1A,Cell phones at school,Independent
250A3F61B6D8,Mandatory extracurricular activities,Independent
2514C0AD2026,Cell phones at school,Independent
251DC3DC07F9,Summer projects,Independent
252137EC9528,Grades for extracurricular activities,Independent
25225E638919,Distance learning,Independent
25269EB7FE0D,Cell phones at school,Independent
25279CF8444F,Summer projects,Independent
252C111E462C,Mandatory extracurricular activities,Independent
25325F09BF85,Mandatory extracurricular activities,Independent
2545BE194727,Distance learning,Independent
2546400260B3,Distance learning,Independent
2549F87DC5A0,Mandatory extracurricular activities,Independent
