essay_id_comp,qbin,lbin
3FD62131C5BC,2,1
3FDDD603DDF5,0,0
3FEA65A1F11E,2,0
3FEB1129B8D7,2,0
3FEC98F9D442,0,1
3FF04D1D12B0,0,0
3FF0FB7E93BD,0,0
3FF853798919,0,0
3FF91197E74D,0,0
4.10957E+11,2,1
4.30762E+11,0,1
4.41098E+11,0,1
4.53465E+11,0,1
4.96459E+11,0,0
4.97079E+11,0,1
400715BAA227,0,0
40115E5E4653,0,1
4014F3766E03,2,0
401940D9830D,1,1
4023681265EF,0,0
4032ED0063E4,0,0
40331978F344,0,0
40355ED1C675,0,1
403DC7E71F42,0,0
404A5E2C5120,2,1
405A9A2516C4,2,1
406287CE2DF9,0,0
406445F43B9B,2,1
406802BF672B,2,0
4082B539D6E1,2,1
4084C729DD4F,2,0
408959B1EA22,0,1
40899B186542,0,1
408A7D3D2EEC,0,0
40922D5AB806,0,0
409934FDBFBC,0,1
409D312BDC8D,0,0
40AB9AF60E36,2,0
40B45209C774,0,0
40C12D359EEB,0,1
40F436B62E66,0,0
40F5F0642A89,1,0
40F9DCD1794D,0,0
40FB5A8DB596,1,1
40FEDD6DE160,1,0
4103156B5B45,0,0
4118DDEC9E35,2,1
412227C301CD,1,0
412B3957025D,1,1
413384DAACAB,1,1
413841173F16,0,1
413AE4A36667,1,0
413AF04AE970,0,0
4141D61871DE,0,1
4155D50399D1,0,1
4155F87C7940,0,0
415672DB1873,0,1
415C68EF76E4,0,0
4160E6DB0298,2,0
4169721228D0,0,0
416A62A2D2C8,1,0
4176E05183E0,0,1
417F362A7B19,0,0
41811B5B8FDB,2,0
4183BA00BE40,1,0
41845057A255,1,0
4184BAF78C22,1,1
418926C5327A,0,1
4189BE6EB2BB,0,1
418A275E8556,2,1
4193E47EE1D8,0,1
419C8EFADABA,0,1
419FDC37495B,0,1
419FFE0FF11B,2,1
41A3FC274B69,2,1
41A45843C231,1,0
41AB66A59849,1,0
41ADEA51A15E,0,0
41AEF2D0D03E,1,1
41B00C33B8AE,0,1
41B139DE66D1,0,0
41B2F4B0B8EB,2,0
41B8C0A3D56B,0,0
41B983E1E1EE,0,1
41BEF59908B1,0,0
41BFE4156488,2,1
41C35CC4989B,0,1
41CAD080DC9D,0,0
41CC238F5738,2,1
41CE9804B226,0,1
41D5D90F8287,0,0
41E45EFE43AA,2,0
41E9768ADAF5,2,1
41EE2492D913,1,0
41F11AC58B17,0,0
41F5B84911C4,2,0
4206A326928C,2,0
420B1BB01B16,0,1
420D3018845E,0,0
4212518DAD4F,1,1
4216AC2DDEC4,0,0
4223E5722166,0,1
4225F6D4303A,0,1
42289AA391B4,0,1
4231D38F38CA,0,1
42323BF2B1F8,1,0
42346BC90146,2,0
4239B55FCE55,2,1
423EAE044024,0,1
4248174EB223,0,1
4248882EDCCC,0,1
424944E8A883,1,0
424C7EF762F2,1,0
4254C990BD0A,1,1
4259261D1C5E,0,1
425D3E01C3F4,1,0
42661B3C5F70,2,0
426B322D25DA,0,0
426B7994C26A,0,0
4272C8064E89,0,0
4275B4160F85,0,1
4288F88C8D15,0,0
428FD33185B5,0,1
42933710EB6E,1,0
4295337EFE17,0,0
42997AC50E1D,0,1
429F4E63967A,1,0
42A5941E3924,0,0
42AD5E1F4167,0,1
42B977C6E77F,0,0
42BBC5BB7D71,1,1
42BC1A7578B2,0,1
42BDAA30E0DE,2,0
42BDE6E6B140,0,0
42C48EAC4B1E,2,0
42CE598E99CA,1,0
42D1F54DD184,0,1
42D5B756CACE,0,0
42D8CCA3643E,2,1
42E7F97740A0,0,0
42ECF767F3AC,0,1
42ED793FF2CC,0,1
42F0BEBB42B4,2,1
4305C62498F0,0,1
4306DFFBD5CC,1,1
4312BE04F2B3,0,1
4316B5E2B308,0,0
432ACA3E8971,1,1
432FD5A0C5D2,0,1
4332C80A5690,1,0
4336E25D1D6C,0,0
4340F2CE282E,0,1
434145A7D215,1,1
434616FBA2C7,2,1
434C1F133BA0,1,0
4353BF70C4A3,0,1
43596925AF2A,0,0
435FEA5EA3C7,2,1
436637E5292F,2,0
436E25853B7F,0,0
43725C5F910C,1,0
437E9376FB71,2,1
438ABF2E294B,0,1
438E28BC10DD,2,0
4390794B2751,0,1
439605C44328,1,0
4396826744B9,2,0
439A6D5B2062,0,0
43A4DCBC26BB,1,1
43A549F003C5,0,1
43A603645B8A,0,1
43A8EE7F1045,0,1
43AAC771611C,1,0
43AF502C49E6,2,1
43B24ED85767,0,0
43BF2EC06123,0,1
43C6275B5CC8,2,1
43D612E69031,1,1
43DAAB1D4E9F,0,1
43E43F7BF502,0,0
43EC1533429B,0,1
44066F9A0874,0,0
4409FED98F5A,0,0
4410B038283F,1,1
4413099767EB,1,1
44189559196D,2,0
4423B65DF221,0,1
44249693A8E4,0,0
4427BED9AFFD,0,0
442CB680039F,0,1
442CFAE61CC3,1,1
442DD1515A61,0,0
443033444A5F,1,0
443597A6A71D,1,0
4439A9E6FBDB,1,1
4449300739D3,1,1
444932A89C28,1,1
444BAFC4DB80,1,1
44588DAF5A33,1,1
445909AC0FE5,0,1
445A7391C15D,2,1
4465723B5B4D,0,0
446DFCDAD7F4,0,1
446FB49C6537,2,0
4472129F46CF,2,0
44735791FDA0,1,0
447790D1438B,1,1
4477F6E0FC39,1,0
447812A6FB58,0,0
44785A012122,0,1
448F5DC3237F,0,0
449481205E2D,0,0
449E99B2C0A0,1,1
44A286931141,2,1
44A5406282B8,0,0
44AD6D44FD83,0,1
44AF48703805,0,1
44B06B4A6D7E,0,0
44B37CB91CF8,2,0
44B42361188C,0,0
44B9A0BA45A7,0,1
44BA6813AA4F,0,1
44C8DE8F569D,2,0
44D318388E8C,2,0
44D7EF3EDDD4,2,1
44DBEAA8A894,1,1
44DDD4D88456,0,1
44E2726DA1B3,0,1
44E7D4E2BDE4,1,0
44E91CBF4115,1,0
44EB991E35AA,0,0
44EBCF75BE1F,0,0
44F6DC9C8326,2,1
45050F5E7A34,0,1
450B82D1DF60,0,0
450F44822D14,0,0
451321E506A6,2,0
45150279591B,0,1
451BE494A2C0,1,1
451E8369BB76,1,1
4523DBC6372B,0,0
453195490AEC,0,1
453380C5CA9C,2,0
453564C3F4E3,0,1
453771E00335,1,0
453ACA22D3B4,0,0
453CFCB2BFE8,2,0
453D762EF267,1,1
453F56D5BB3E,0,0
454FA9C8E4C0,2,0
4557E9E83E8D,0,0
455F9695FAAF,1,1
45656F1FF705,0,1
45699BBC8BB8,1,1
4575B9D207C5,0,0
45775C79FA64,1,0
4579B625E1E8,0,0
458A9CBC087F,2,0
458D4C5C5727,2,1
458DAF10CB17,2,0
459EDDA36F73,0,0
459F27598FA9,2,1
45A5FD941F4A,0,0
45A85D1AA919,0,0
45AE96545D1A,2,0
45AF6741757E,1,1
45B3000D47C1,0,0
45B6B3734D1F,0,1
45B98A4875F3,0,0
45BF01B7EF4D,0,0
45CBE29D23E0,1,1
45D156498F73,0,0
45D37DC2C553,1,1
45DBD907A064,0,1
45DDB26E6EF5,2,1
45E96E189978,1,1
45EA1B11A1F7,2,0
45EF6A4EDB1A,2,1
45F0D8644892,0,0
45F6FCBF0CCA,2,0
46018A418B66,0,1
4604BEF875BC,0,0
4605F8B93BFF,2,0
4614B3AC1408,2,1
46177223B985,0,0
46183881BE11,1,1
4618DCF43061,2,1
4622343DB96F,0,0
462769ABDD5B,0,1
46284DF2F31C,1,0
4631AFEED2F7,2,1
4639878D6C17,0,0
463BD99B611C,2,1
463FD72544EC,2,0
4645167FB476,0,1
464612D779B3,0,0
46462FB89C84,1,1
464AF4533985,2,1
46559F9C74D1,0,1
46570D1804DD,0,0
465810444E5F,2,0
465FAD6FEDC4,0,0
4660CE6F0FB5,2,1
466103CE7D5D,2,1
466766082D8B,2,0
46677CD5B4C7,0,1
466945C86DFD,2,1
466D70AB6CDE,0,0
46772923BE1C,1,1
468EF37C2F2C,1,1
4692ACEC5FF4,0,0
4698AB6B27C5,1,1
46A177920976,0,0
46A196DFB54F,0,1
46A92C87B030,2,0
46B92194BDB8,2,1
46BB96D9BC9B,0,0
46BCC66EAE6B,0,1
46BE37782CD7,0,1
46CA5D7C4910,1,0
46CBC9429ADB,0,0
46CFE621048E,0,0
46D50B899316,1,0
46D66DD407B1,2,1
46DC70997CEB,0,1
46E2CA801FCF,0,0
46E9F045643C,0,0
46EA4744DAC5,1,0
471611351FAB,2,1
471F9778DDB1,0,0
47228B569E22,1,1
4722B4D2C6E7,2,0
472760F320CD,0,0
473019D8E912,2,1
47355D7141C0,0,0
4739D03E52FB,0,0
473FF163E44A,0,1
4743067BEABE,0,0
47470951BBDB,0,1
47599B8DE9F9,2,1
47650F5F247C,0,0
4766AC689B19,0,0
47683240F3F5,2,0
476E421236ED,0,1
477129D4EF86,1,1
4776005B77F0,0,0
4779C9C9093F,1,0
477A4637E689,0,1
477B00F899E2,1,0
477C978F3582,2,0
4789DE789DB8,1,0
478A901B5D00,0,0
478B474A0A00,0,0
4790D181C8D5,2,0
4791C7D8BB6B,0,1
479346DE1EF6,1,1
47976C4EE85A,0,0
479A2864FFFC,2,0
47A1277A181F,0,0
47AAA199994F,2,1
47AB06B723A5,2,1
47B65C7E16F9,2,0
47B770CB6B51,2,1
47C88CA583C6,0,0
47CAD052900E,0,0
47CB738BB612,0,1
47CC7361B35B,0,1
47D025408E0F,0,0
47D8EACFF91F,2,1
47E14166B3F0,0,1
47E1A1500282,2,0
47E3B3E558E1,0,1
47E9FD8EF2FB,0,0
47F31D88DFB5,0,1
47F7E409D879,1,1
47F818E17801,2,0
47FA53DDD7F5,0,0
47FCD0F878B6,0,1
4801AC90F66F,0,1
4810EA26495B,0,0
4819AB11D62A,2,0
4819FB3ED5E8,0,0
481B86F1521E,0,0
481C7323BF42,0,0
481D9D54CE86,2,1
482AA9ABD7D9,0,0
482E0EF0E93F,1,1
4834A18D4C76,2,0
4838F967821D,0,1
483A53143CF3,0,1
483B15E6B6DE,0,1
4844CF56336D,0,1
484D83483EAF,0,1
4856BA67958F,0,1
4858280EA8BC,0,0
485D52DB2024,0,1
485E595428A2,1,1
4860A4878ED5,0,0
486B53D5F8A0,1,0
486C6568640D,2,1
4870AB2B3E7D,0,1
487739AC4B1E,2,1
487A91198C6E,2,0
48837626943D,1,0
4885E69D7C24,1,0
48898FA30C5B,0,1
4889971AB30F,0,0
488C23E895EF,1,0
488C83FBC0D6,0,0
488DEE769EEF,2,0
489309043FA2,0,0
4896AD6DD91E,0,0
489CCED96F76,2,1
489D79BE18C6,0,0
48A79347EF59,1,0
48B386AA9B32,2,0
48B50A9C7D0F,2,0
48B6B42AF44E,2,0
48B7B61CE51A,0,1
48B9DA15FD36,0,0
48BB9C255A67,0,0
48BC63AF08BB,0,1
48C7DA094B9A,0,0
48C98C854FD4,0,1
48CCDC664931,2,1
48D545616F87,2,1
48D580D3379E,0,0
48D7F6B4B788,0,1
48FB3005F4DC,1,1
48FB3180E4EF,2,0
4907E85DC78A,2,1
490867E5D019,2,0
490C111A36D3,0,1
490C899F285D,0,0
490CF39F69C9,0,1
4918D9A545C5,0,1
492712A4FA4B,0,0
492ED47AC122,0,0
49340A641E1E,0,0
493EF6BC8883,0,0
4943FDD99039,0,1
495D976147B4,2,0
49619EA08A55,0,0
4967076F4E7F,0,1
496CB1061EDC,0,1
497842E73629,0,0
497BE4933DED,1,1
497EA11FDF82,0,0
49817AA0BC99,0,0
4997306E980D,0,0
49A315660C2E,1,0
49ABE8B9E22F,1,0
49AEA23D2E9A,0,1
49BB5CDB13FD,1,1
49C4EA2A4D21,0,1
49CC6192468C,0,0
49CF9D20146B,0,0
49D1E60EB808,0,0
49D4360E9AF0,0,0
49D702493C91,2,0
49DA281C7585,0,0
49DB71765783,0,1
49EB1825B99B,0,1
49EC8E017664,2,0
49EE99F5B6B4,1,0
49F0104EFC3C,0,0
49F54A35F6F3,2,0
49F6198DE921,0,1
49F934497799,0,0
49FF5BB9A6CA,2,0
4A072A1632BB,0,1
4A0B12C1D10B,0,0
4A10B3C41630,0,0
4A12B5FDB00B,2,0
4A19828FAE05,0,0
4A19D1B57BC4,0,0
4A2693C68175,1,1
4A28DE0DB485,0,1
4A292725EE82,2,1
4A2A4B83E9B1,0,1
4A38FAE588D9,1,1
4A3AF3695873,2,0
4A3B58C0A386,1,0
4A55B9B42D20,2,1
4A668371A5A3,2,0
4A67B7E5549F,0,0
4A7464AFAB1F,0,0
4A75A98113A0,0,0
4A76C861F788,0,1
4A7BA17C0C58,0,1
4A7F5648AB3F,0,0
4A81C9528150,1,0
4A8AC5E138FA,0,1
4A8AC603C9C5,0,0
4A9D5AC501BC,1,1
4AAB59EDE0FD,2,0
4AB030046F42,1,0
4AB0CDFFE459,0,0
4AB461F16BAA,2,0
4ACB29936C94,0,1
4AD0CB1D701E,2,0
4AD3DB40F5D3,1,1
4AD92CAEF8B0,0,1
4ADD5B2B4FF8,0,0
4ADD9D52FC2E,0,1
4ADE83D804BA,0,1
4AF4567BBE9F,2,1
4B045E8DF326,2,0
4B097196C25B,1,0
4B0CFB5539BA,0,0
4B11B66984CF,0,1
4B154F5DCF68,0,0
4B18A3D32AA3,2,0
4B1EF95AF0B5,0,0
4B201D2C2152,0,0
4B22D00F9BD7,2,0
4B25EDB36089,0,1
4B2653D19C53,1,0
4B274BB0CB0C,1,0
4B2A3D04660A,0,1
4B2EFF31A56A,2,0
4B36797FA8B2,0,1
4B3862D5B402,1,1
4B39C0D759AA,0,0
4B3F625D1815,0,1
4B40011977B4,0,0
4B47096239FB,2,1
4B4A48BAED30,2,0
4B55DB8974B1,1,1
4B57350C7661,1,0
4B598963BE1E,0,1
4B5B0839A03D,0,0
4B64E914C68B,0,0
4B8DA6C2D322,0,0
4B9F8C01BFA1,0,0
4BA7D3CA69FA,1,1
4BA9296EBE9F,0,0
4BB688100D15,0,1
4BC0F772980D,0,0
4BC4DC58DB30,1,0
4BC83A053CEA,1,1
4BCA0580352F,0,1
4BCF412489DF,2,0
4BD30FA12457,0,1
4BD52DB31748,0,1
4BD9A9FE0FA4,1,0
4BDCA46AC00E,0,0
4BE21E5EFBA9,1,0
4BF07DAD296D,2,1
4BF47B5D416B,1,1
4BF6BB594DD0,2,0
4C0042C0C4C6,2,1
4C083F3FA3EA,1,1
4C0F81CD1EF1,0,0
4C1B863AB0AD,1,1
4C2D66D7EF01,1,0
4C3B693C4E52,0,1
4C3D01DA2767,2,1
4C3FC32093AB,0,0
4C40CE78F807,0,1
4C50D19BC48B,0,1
4C521C5908CC,2,0
4C5EADB2C894,2,0
4C60445C5681,0,0
4C60FE6BE07C,0,0
4C6B05BD5A81,0,1
4C6BB0618D7E,0,1
4C8066726324,0,1
4C877DD810D4,2,1
4C9494B6DD95,0,1
4C9D310A1516,0,0
4CA50E2333F2,2,0
4CAB27E45729,0,0
4CAE60F391E8,2,0
4CB46BC4B97B,0,0
4CB975113547,2,1
4CBB994F69F3,2,0
4CC422B5E710,0,0
4CC56880FDF0,2,0
4CD535DDDE26,2,1
4CDEB518A777,0,1
4CE0D4553658,1,0
4CF351AC23BA,0,1
4CF4A9C28ECE,0,1
4CFEE034318F,2,1
4D01E3613C86,0,1
4D06D6F02594,1,0
4D079D8ECC08,0,0
4D1755B1E482,0,1
4D1A2D62BDC4,1,0
4D23A7FA9408,0,0
4D2A27BF5AB4,2,1
4D34C3A62607,0,0
4D3FD2DBCA1B,0,0
4D44F84D6821,2,1
4D4548484E40,0,1
4D4683449914,2,1
4D51DD14B0E4,0,0
4D54AA1341D5,1,1
4D550F63270C,0,0
4D55CD8CCF85,0,0
4D5772D6A709,0,1
4D60247D96CE,2,0
4D67D54D6BE3,2,0
4D6B9CAE9B5C,1,1
4D7787F1E2CB,2,0
4DA58F8F319A,1,1
4DA6DE1267AC,2,1
4DB01BAEA36B,0,0
4DB5B49E56D4,1,1
4DBB73BBC84D,0,1
4DBCED679910,0,0
4DC0660FD777,2,0
4DC710357850,0,0
4DD8BBCE5A0C,0,0
4DE033202375,0,1
4DE2EAF8914F,1,1
4E078101C9DD,0,1
4E07EED92E2E,0,0
4E0B09BFA60D,2,0
4E163434729E,1,0
4E1A49DAA439,1,1
4E2BE70F9551,2,0
4E30F0777917,0,0
4E3D602783EB,0,1
4E48D58E859A,0,0
4E49BF91D772,1,1
4E4FAB530872,0,0
4E5902274F7A,0,0
4E67F6534ABA,2,1
4E68CFD1B4D6,0,0
4E6D9C9F9318,0,0
4E6E66266A2A,2,1
4E6F19F29DA9,2,0
4E70543A2909,2,0
4E7274220754,1,1
4E73009CC4AF,0,1
4E73A80AAEB3,1,1
4E7557A13281,2,1
4E7BE43833F1,0,1
4E8255A83429,0,0
4E8BA703D87A,0,0
4E8F8A840479,0,0
4E928B4EBC53,2,1
4E947C63E6E9,2,0
4EA1D91A526E,1,0
4EA35584BB87,0,1
4EA86A6799D9,2,0
4EAB0293267B,0,0
4EACC56E424C,1,0
4EBA44D861BE,0,0
4EBD10D304A9,0,0
4EC121AB2F3F,1,0
4EC2CCDB49DC,0,1
4EC4DB053AE7,1,1
4EC4EF410FC7,0,0
4ED044414560,0,0
4ED1DD11B208,1,0
4ED5C9162A01,0,1
4ED769B5CE44,0,0
4EDA41528FA4,0,0
4EDB197A680E,0,1
4EE1B353819F,0,0
4EE5BF805EB5,0,0
4EE5E97529E0,0,1
4EE7DCB86BB4,0,1
4EF56F42107E,2,1
4EFC8F589A83,2,0
4F072A94FC53,0,0
4F097E15A450,2,0
4F0FF47B3CC5,1,1
4F112B2712E2,2,1
4F1617F685BD,2,0
4F225B82A62C,1,0
4F2438C131F2,2,1
4F26841CD3C8,0,0
4F2C6D1D9AF1,0,1
4F2CC610F271,1,0
4F2FD00AB17E,0,0
4F3313E29951,1,0
4F354E3FCD30,0,0
4F37F3579D51,1,1
4F39C001C736,2,1
4F41DBBF6462,0,1
4F46B0E32EB7,0,0
4F4AF32BE55E,0,0
4F4C3717EEE8,0,0
4F4EF9C3957B,0,1
4F53FDABD596,0,1
4F5A0012432A,0,1
4F5DCB0DCCD0,0,1
4F68A8CE6F27,0,0
4F7A79EFD3AB,0,1
4F7E14B7D72F,2,1
4F7F24918F42,1,0
4F7F5784717B,0,1
4F829961E964,0,1
4F83DD9D0130,0,0
4F8B988580CD,1,0
4F9AF69E310B,1,1
4F9E529C1FBD,0,0
4FA737C9DC2E,0,0
4FAB69773758,0,1
4FAC3B29417F,2,0
4FB1EC92A6CC,0,1
4FB443E89181,2,0
4FC6489E8006,0,0
4FD4CE18CCDF,1,0
4FE8CD4987B6,0,0
4FF5D3885FD4,2,0
4FF7C90E8071,0,1
4FFE43F4135B,0,0
5.19879E+11,2,0
5.27141E+11,1,0
5.29033E+11,1,1
5.34354E+11,0,1
5.45506E+11,0,1
5.46814E+11,0,0
5.53083E+11,0,0
5.75256E+11,2,0
5003A90A759A,0,1
50062F957F2C,0,0
5008F4C9D932,2,0
501548D29BA2,2,1
50165AB9C6F2,0,1
5016DBF9E5A8,2,1
5017EF96E33C,0,1
5019D1373922,0,0
5023E21F6A84,0,1
50247922908C,0,1
502A32AFDB6A,0,1
5032D57FC9F1,0,1
503552AC24F4,0,1
5035B5AFCDEA,0,1
503CF32C50EF,0,0
503DA2534877,0,0
50405AD10BEE,2,0
50446FC1E14D,0,0
504CC3493DAF,0,1
505A24640C8D,0,1
505BC02CDE23,0,0
505DBCB27320,0,1
505E7BE96294,2,0
50614A110213,0,1
506BF8E786CE,0,0
5075F133AA2D,2,1
507DD961E85E,0,0
5082B266C097,0,1
50855373AC95,1,0
5086805A319F,0,1
5093B51E7CBE,1,1
50A20D5E39BD,2,0
50A729516950,0,1
50AACA046816,0,0
50B574FED819,1,0
50B623B2E5B0,1,0
50BC2C5D78A9,2,0
50BCAECC0F0B,2,0
50BFBC374361,0,1
50C08AC99E2D,0,1
50C2BE78BEF7,0,0
50C6B70DF247,2,1
50D2E73ED47E,2,0
50DFF5C46D9C,2,1
50E303775600,0,1
50E6B14375AB,0,0
50E905BAF3AD,2,0
50F828AEE977,0,1
511B82DC07D1,0,1
511D6D3C51FB,2,1
511D856B4842,2,0
511ED4952D93,2,0
513761FDC07A,1,0
513C8CADC353,2,0
513F26B1B2FC,2,1
515244292F97,2,1
5153133CE3CA,2,1
51582221FB88,0,1
515CFDAAA723,1,1
5163679C254B,0,1
516557988F8B,0,0
516AF42ED2C9,1,1
516C0021B78F,0,1
516C1A08EF31,2,1
516ECA74E0D5,0,0
5171E1D8A82A,1,0
5173FB3C75A9,2,0
51862B10529B,0,1
518A59BA91F4,0,1
51A54CE0D413,1,1
51A5A4C583D2,2,0
51A7C4616A18,0,0
51B19F4A5042,0,0
51B21A17D1E7,1,0
51B65B5ADC4F,0,0
51B8712EF620,2,0
51BE91C501F9,0,1
51C3D7E06ED2,1,0
51CC68B4A5B3,1,1
51D1B45542A1,0,1
51D490A60F0F,0,1
51D70845DFA5,2,1
51DB76880081,1,1
51DD6A82BD9D,0,0
51DD72AD9EAF,0,0
51E0432E761E,0,0
51E211998DF0,2,0
51E4EB3745CB,0,1
51E6646E0733,1,1
51EE6BE022BC,1,0
51EF8C7D4263,0,0
51EFEB9D8D09,0,0
52043A84C3BC,0,1
52052A7BEEE1,0,0
52119FF73675,0,0
52145F7349A8,0,0
52158495C326,0,1
5218172D792D,2,1
521B387F32A8,0,0
521D89F262DF,1,1
52228E95FAC5,2,1
52233E7A7574,1,1
5223640D0D11,1,0
522421AC1CDB,0,1
52315F217E9A,0,1
523DC90B340F,2,1
5245516C1B2F,0,1
5246D89EFDBD,1,1
524CC4D3EEA3,1,1
5256BB4022DE,1,0
52579F4BBE4E,2,1
525E3781C41B,1,0
526CC6ABF8FE,2,1
52724D83C323,0,0
5273831FA984,0,0
52779E469111,0,1
527B7AAC2310,0,0
527D2EC10B3C,0,0
5283BE3A9AA8,2,1
52A206351DE6,0,1
52ABB31C93C1,1,0
52B0537F4B05,1,0
52B24BAEDC8C,0,1
52B54A7DBAD5,0,0
52C5975044F4,0,0
52D49831B279,2,1
52DB1B03971F,2,0
52DC3B7C3952,1,1
52F01172985F,1,0
52F4BE946D52,2,1
52F5C4141DD6,0,1
52FEF34F4AC7,0,1
52FF7CE735BE,0,0
530265997AD1,1,0
53093659491E,1,0
530F6C620945,2,1
532496FD6727,0,0
533305B42133,2,0
5341197C5A59,0,1
534835158D10,2,0
534A2664E872,2,1
534B7D65F1BC,2,1
534F8FD6D72C,0,0
5350A71E4878,2,1
53531A799B5D,0,1
5356F912E48A,2,0
5358773AF219,2,0
5369752CEAB0,0,1
536F6375C0F1,0,1
53858BE44997,0,0
538E02E87EE2,0,1
538EC7762A0E,1,1
5397604AE717,2,1
539B8000A428,0,0
53A08016E38C,1,0
53A15ABA8872,1,0
53A248BAC35D,2,1
53A5B5898974,0,0
53A6EF0C462B,0,0
53A88F5C2B68,0,0
53A9C12D80B1,2,1
53AFB23F2879,2,1
53B076D547AE,0,0
53B21C3A440F,2,1
53B5A0C383D7,2,1
53B68DAFE78B,0,1
53B9330A8106,0,1
53BA0A8722FF,0,1
53C0A4A4535D,1,0
53C9F177EB03,0,0
53CC67B72AC4,1,1
53CD63A1A92E,0,1
53CF7CA4FF9B,0,0
53DCD2003C08,0,0
53DE53537B56,2,0
53E64E2FB1DE,2,0
53E982E9957C,2,0
53EEE7A5B5A1,1,1
53F1450AF8DF,2,1
53F969ED1B94,0,0
53FB958D0310,0,1
5402D8B83297,0,1
5403979D49E5,0,0
5408E5D0F397,0,0
5412AD81F965,2,0
54177B4F0399,0,1
5419620CA869,0,1
542161D0012C,2,1
543192A13FBE,1,0
5435CA799064,0,0
5441B7ECF4ED,0,0
5444797664B1,2,1
54487928DAA3,0,1
54489E26F9F5,0,0
544B3D56A4C9,0,1
544D3AC4F148,2,1
5459D1AEA59F,0,1
5461798BA519,2,1
546B079DDC60,1,1
5478972243CE,0,1
547B0846CB1B,2,1
547B4C347058,0,0
547D92E1FFA5,0,0
548A2C7E3124,0,0
548A58E068EB,1,1
548EC5B339E3,0,0
548ED77A3B2E,2,0
549C74C7A6F8,2,0
54A7A2CF8D60,2,0
54A8F5B2420A,2,1
54AA3CF403CC,0,0
54AD5B3231DE,1,1
54B02D438BA3,2,0
54BB8F3AF22B,0,0
54C09D108011,0,1
54C805A7869C,1,0
54C93D88E8F6,0,0
54CACD132533,0,1
54D9B881F9C6,2,0
54DD496D85A7,2,1
54E231B38C86,0,0
54E67CFD7039,0,0
54EBADB0DE35,0,1
54ECEEDEB966,0,1
5503B9964A09,0,0
5509D9C673A2,0,0
550ACFB35805,1,0
551135544B29,2,0
551BB83EEF11,0,0
551CE8C1C767,0,1
5526DCFDACF0,0,1
552ABBDE1296,0,0
552E1E612147,2,1
5534E738B129,0,0
553A7E9B393C,0,1
553A7F2CFA9E,2,1
553DAFEC175D,0,0
554117C603DC,0,0
554DAEE7BBCF,2,1
55575FFF5993,0,0
55578E1EC4D9,0,0
555B1B7D2167,1,1
555BB0D560CA,0,1
555EC033AAE4,0,0
5562FD4D4820,2,1
556CAEBD8954,1,1
5574E4DD548A,2,0
557DD5E4BAAD,0,1
558299F3D69E,0,1
55904A998741,2,1
5593451440F8,0,0
55AA396C81EB,2,1
55ABBABE4AA6,0,1
55B0C90197A0,0,1
55B4C84AC4E3,2,1
55C612B32725,1,1
55C6A894F0CD,2,0
55CA4D9CE7BE,2,1
55CE4FDD7C6C,2,1
55D64FBD10D2,0,1
55F959645CF4,2,0
55F9635ECFD7,0,0
56090663E82F,0,1
56121F282D95,2,0
561798F1DC3D,2,1
561F034DEF7C,0,1
563B63C53B71,0,1
56489993A8DC,2,0
564FEF97AC52,0,1
5658A5617BA5,0,1
565A4234C56A,0,0
565C0B89C2C9,0,0
5662D458F65C,2,0
5666D5642C98,0,0
56671797633F,2,0
5672F9F49336,0,0
5674A7E93E14,0,0
56774BA72B7B,1,1
5686C7042536,0,0
568E35E8B116,0,0
568EF23DE225,2,1
5690C4B1DE7E,2,1
56934EC946BE,2,1
569400270AD9,0,1
56977F9F1BC8,2,1
56A410AD96CD,2,0
56A5852FC1D3,2,1
56AC4BE71C2F,1,0
56AF012A8C6C,0,1
56B4E3A8FA68,0,0
56B858DDB45C,0,0
56BC370EF7C6,0,0
56BDBCA6E4C8,0,0
56C594C8AD61,2,0
56CE596E4779,2,1
56D0D649CBB7,2,1
56D0DEFE8006,0,0
56D1E00149AF,0,0
56D7340B7056,0,1
56D96BC94CD1,0,0
56DDE8F7EF4B,0,1
56EAC01DACE4,0,0
57035905015E,1,1
570749EC9327,0,1
570D3C7684D2,0,1
5716C4DAFC9E,2,1
571B29B60BDC,1,0
571BE3159B48,0,0
571F127C69ED,0,0
572095E6FD5E,2,1
572236CAAFCE,2,1
572258CAB3B0,1,1
5725491F64E8,0,1
572D5C1F21BC,1,1
573CC8D2D71B,0,0
573D3A222492,2,1
573E39E45177,0,1
573FECFBABF1,0,0
5742BBAD7FAA,0,0
5757C902C635,0,1
57729F5DAC81,0,0
577CEC84D7E1,0,0
57859DBF4B4D,0,0
578917C04D28,1,1
5789A415F29D,2,0
578F55185BA7,1,1
5799F532C5CE,0,0
579C38EE157B,2,1
57A4BDE06D1B,0,1
57A68036E7F5,0,0
57A6B1103088,2,1
57A892269E96,0,0
57B23EB24F91,0,1
57BB48970618,0,1
57BB9D93F0CA,0,1
57BD9065E3EC,0,1
57C5D1B5D26B,0,1
57CE99683629,0,1
57CF03A3C5E4,2,0
57D117F52A26,1,0
57D5D51D6D7A,2,0
57D8DC790742,2,0
57E38AB72398,2,0
57E588F2AE93,2,0
57E6F4BD9AE2,0,1
57E8161AEF27,0,1
57EB0A572616,0,1
57ED566E615C,2,0
57FCE6EFA636,0,0
580B2818EAD3,0,0
580D283A8895,0,0
5818B1EE4923,2,1
