essay_id_comp,n_effectiveness_elements,quality_index
458A9CBC087F,6,1.5
458D4C5C5727,10,1.2
458DAF10CB17,6,1.5
459EDDA36F73,18,1.0
459F27598FA9,7,1.142857
45A5FD941F4A,9,1.0
45A85D1AA919,10,1.0
45AE96545D1A,8,2.0
45AF6741757E,9,1.444444
45B3000D47C1,8,1.0
45B6B3734D1F,17,1.117647
45B98A4875F3,8,0.875
45BF01B7EF4D,11,1.0
45CBE29D23E0,16,1.5
45D156498F73,12,0.916667
45D37DC2C553,10,1.2
45DBD907A064,9,1.0
45DDB26E6EF5,11,1.181818
45E96E189978,11,1.181818
45EA1B11A1F7,7,1.285714
45EF6A4EDB1A,12,1.833333
45F0D8644892,4,1.0
45F6FCBF0CCA,8,1.625
46018A418B66,12,1.0
4604BEF875BC,12,1.0
4605F8B93BFF,9,1.333333
4614B3AC1408,8,1.25
46177223B985,8,1.0
46183881BE11,14,1.071429
4618DCF43061,11,1.090909
4622343DB96F,8,1.0
462769ABDD5B,5,1.0
46284DF2F31C,12,1.333333
4631AFEED2F7,11,2.0
4639878D6C17,5,0.8
463BD99B611C,9,2.0
463FD72544EC,3,1.333333
4645167FB476,7,0.857143
464612D779B3,6,1.0
46462FB89C84,12,1.333333
464AF4533985,7,1.142857
46559F9C74D1,9,1.222222
46570D1804DD,9,0.888889
465810444E5F,10,1.8
465FAD6FEDC4,11,0.909091
4660CE6F0FB5,7,1.714286
466103CE7D5D,8,1.375
466766082D8B,6,1.333333
46677CD5B4C7,5,0.8
466945C86DFD,8,1.5
466D70AB6CDE,14,1.071429
46772923BE1C,9,1.444444
468EF37C2F2C,13,1.076923
4692ACEC5FF4,3,0.666667
4698AB6B27C5,13,1.384615
46A177920976,9,1.0
46A196DFB54F,11,1.0
46A92C87B030,9,1.777778
46B92194BDB8,9,1.888889
46BB96D9BC9B,7,1.0
46BCC66EAE6B,13,1.0
46BE37782CD7,8,1.125
46CA5D7C4910,5,0.6
46CBC9429ADB,6,1.0
46CFE621048E,19,1.315789
46D50B899316,9,1.111111
46D66DD407B1,7,1.142857
46DC70997CEB,10,1.0
46E2CA801FCF,3,1.0
46E9F045643C,11,1.0
46EA4744DAC5,12,1.083333
471611351FAB,9,1.333333
471F9778DDB1,7,0.714286
47228B569E22,13,1.076923
4722B4D2C6E7,14,1.857143
472760F320CD,9,1.0
473019D8E912,10,1.3
47355D7141C0,11,1.0
4739D03E52FB,11,1.272727
473FF163E44A,11,0.727273
4743067BEABE,17,1.352941
47470951BBDB,6,0.333333
47599B8DE9F9,12,1.583333
47650F5F247C,6,0.833333
4766AC689B19,8,0.875
47683240F3F5,9,1.333333
476E421236ED,7,0.857143
477129D4EF86,10,1.2
4776005B77F0,11,1.0
4779C9C9093F,12,1.5
477A4637E689,4,1.0
477B00F899E2,9,1.444444
477C978F3582,13,1.230769
4789DE789DB8,15,1.533333
478A901B5D00,11,0.909091
478B474A0A00,14,1.214286
4790D181C8D5,16,1.625
4791C7D8BB6B,10,1.2
479346DE1EF6,12,1.0
47976C4EE85A,12,1.0
479A2864FFFC,8,1.375
47A1277A181F,5,1.0
47AAA199994F,10,1.7
47AB06B723A5,10,1.9
47B65C7E16F9,10,1.5
47B770CB6B51,12,1.5
47C88CA583C6,7,1.0
47CAD052900E,12,1.0
47CB738BB612,14,1.071429
47CC7361B35B,20,1.3
47D025408E0F,7,0.571429
47D8EACFF91F,14,1.571429
47E14166B3F0,13,1.0
47E1A1500282,11,1.272727
47E3B3E558E1,7,1.0
47E9FD8EF2FB,4,1.0
47F31D88DFB5,10,1.0
47F7E409D879,9,1.444444
47F818E17801,10,1.3
47FA53DDD7F5,6,1.0
47FCD0F878B6,13,1.0
4801AC90F66F,3,0.0
4810EA26495B,9,1.0
4819AB11D62A,6,2.0
4819FB3ED5E8,5,1.0
481B86F1521E,4,1.0
481C7323BF42,10,1.3
481D9D54CE86,8,1.125
482AA9ABD7D9,4,1.0
482E0EF0E93F,9,1.111111
4834A18D4C76,7,1.285714
4838F967821D,9,1.0
483A53143CF3,10,1.0
483B15E6B6DE,9,0.888889
4844CF56336D,13,1.076923
484D83483EAF,12,1.083333
4856BA67958F,15,1.266667
4858280EA8BC,4,1.0
485D52DB2024,10,1.0
485E595428A2,10,1.0
4860A4878ED5,7,1.0
486B53D5F8A0,11,1.181818
486C6568640D,11,1.090909
4870AB2B3E7D,7,1.0
487739AC4B1E,9,1.777778
487A91198C6E,9,1.444444
48837626943D,11,1.0
4885E69D7C24,12,1.083333
48898FA30C5B,13,0.923077
4889971AB30F,5,1.0
488C23E895EF,13,1.461538
488C83FBC0D6,11,1.0
488DEE769EEF,9,1.888889
489309043FA2,13,1.0
4896AD6DD91E,8,1.0
489CCED96F76,11,1.818182
489D79BE18C6,11,1.0
48A79347EF59,14,1.285714
48B386AA9B32,12,1.416667
48B50A9C7D0F,8,1.75
48B6B42AF44E,9,1.777778
48B7B61CE51A,11,0.909091
48B9DA15FD36,17,1.352941
48BB9C255A67,12,1.0
48BC63AF08BB,8,0.75
48C7DA094B9A,5,1.0
48C98C854FD4,8,1.0
48CCDC664931,9,1.111111
48D545616F87,7,0.857143
48D580D3379E,8,1.0
48D7F6B4B788,9,1.111111
48FB3005F4DC,9,1.111111
48FB3180E4EF,11,1.363636
4907E85DC78A,10,1.2
490867E5D019,13,1.692308
490C111A36D3,6,1.0
490C899F285D,6,1.0
490CF39F69C9,15,1.0
4918D9A545C5,12,1.0
492712A4FA4B,11,1.090909
492ED47AC122,11,1.0
49340A641E1E,10,1.0
493EF6BC8883,10,1.0
4943FDD99039,6,1.0
495D976147B4,9,1.555556
49619EA08A55,12,1.0
4967076F4E7F,10,0.9
496CB1061EDC,11,1.0
497842E73629,15,1.0
497BE4933DED,12,1.25
497EA11FDF82,7,1.0
49817AA0BC99,9,1.0
4997306E980D,7,1.0
49A315660C2E,12,1.25
49ABE8B9E22F,11,1.090909
49AEA23D2E9A,9,1.222222
49BB5CDB13FD,8,1.375
49C4EA2A4D21,5,1.0
49CC6192468C,10,1.0
49CF9D20146B,10,1.0
49D1E60EB808,8,1.0
49D4360E9AF0,9,0.666667
49D702493C91,14,2.0
49DA281C7585,7,0.714286
49DB71765783,9,0.888889
49EB1825B99B,9,1.0
49EC8E017664,19,1.789474
49EE99F5B6B4,8,1.125
49F0104EFC3C,13,1.0
49F54A35F6F3,9,1.111111
49F6198DE921,6,1.0
49F934497799,14,1.357143
49FF5BB9A6CA,6,1.166667
4A072A1632BB,7,1.0
4A0B12C1D10B,5,1.0
4A10B3C41630,10,1.0
4A12B5FDB00B,10,1.8
4A19828FAE05,12,1.0
4A19D1B57BC4,12,1.083333
4A2693C68175,21,1.571429
4A28DE0DB485,9,1.0
4A292725EE82,9,2.0
4A2A4B83E9B1,5,1.0
4A38FAE588D9,9,1.444444
4A3AF3695873,7,1.571429
4A3B58C0A386,9,1.111111
4A55B9B42D20,14,1.357143
4A668371A5A3,8,1.25
4A67B7E5549F,10,0.4
4A7464AFAB1F,10,1.0
4A75A98113A0,9,1.0
4A76C861F788,11,1.0
4A7BA17C0C58,14,1.214286
4A7F5648AB3F,7,1.0
4A81C9528150,10,1.1
4A8AC5E138FA,9,1.0
4A8AC603C9C5,14,1.071429
4A9D5AC501BC,17,1.411765
4AAB59EDE0FD,9,1.555556
4AB030046F42,12,1.083333
4AB0CDFFE459,6,1.0
4AB461F16BAA,12,1.416667
4ACB29936C94,11,1.0
4AD0CB1D701E,10,1.1
4AD3DB40F5D3,12,1.166667
4AD92CAEF8B0,8,1.0
4ADD5B2B4FF8,7,1.0
4ADD9D52FC2E,12,0.916667
4ADE83D804BA,12,1.0
4AF4567BBE9F,10,1.1
4B045E8DF326,9,2.0
4B097196C25B,10,1.5
4B0CFB5539BA,8,0.75
4B11B66984CF,8,1.0
4B154F5DCF68,16,1.375
4B18A3D32AA3,10,1.4
4B1EF95AF0B5,14,1.142857
4B201D2C2152,8,0.875
4B22D00F9BD7,14,1.571429
4B25EDB36089,7,0.428571
4B2653D19C53,14,1.071429
4B274BB0CB0C,10,1.1
4B2A3D04660A,11,1.0
4B2EFF31A56A,8,1.625
4B36797FA8B2,7,1.0
4B3862D5B402,22,1.5
4B39C0D759AA,4,0.75
4B3F625D1815,10,1.0
4B40011977B4,12,1.166667
4B47096239FB,15,1.733333
4B4A48BAED30,6,1.0
4B55DB8974B1,5,1.0
4B57350C7661,8,1.125
4B598963BE1E,9,1.0
4B5B0839A03D,11,1.0
4B64E914C68B,6,1.0
4B8DA6C2D322,7,0.714286
4B9F8C01BFA1,11,1.0
4BA7D3CA69FA,10,1.2
4BA9296EBE9F,12,1.0
4BB688100D15,12,0.916667
4BC0F772980D,6,1.0
4BC4DC58DB30,7,1.142857
4BC83A053CEA,10,1.2
4BCA0580352F,11,1.0
4BCF412489DF,7,1.285714
4BD30FA12457,10,0.7
4BD52DB31748,16,1.125
4BD9A9FE0FA4,5,0.6
4BDCA46AC00E,9,0.888889
4BE21E5EFBA9,8,1.125
4BF07DAD296D,12,1.5
4BF47B5D416B,13,1.538462
4BF6BB594DD0,5,1.2
4C0042C0C4C6,12,1.583333
4C083F3FA3EA,16,1.25
4C0F81CD1EF1,8,1.0
4C1B863AB0AD,7,1.142857
4C2D66D7EF01,9,1.444444
4C3B693C4E52,4,1.0
4C3D01DA2767,9,1.666667
4C3FC32093AB,6,1.0
4C40CE78F807,16,1.0
4C50D19BC48B,12,1.083333
4C521C5908CC,9,1.333333
4C5EADB2C894,9,1.555556
4C60445C5681,6,1.0
4C60FE6BE07C,7,1.0
4C6B05BD5A81,18,0.888889
4C6BB0618D7E,12,1.0
4C8066726324,12,1.0
4C877DD810D4,14,1.214286
4C9494B6DD95,9,1.0
4C9D310A1516,7,0.571429
4CA50E2333F2,4,2.0
4CAB27E45729,11,1.0
4CAE60F391E8,11,1.363636
4CB46BC4B97B,8,1.0
4CB975113547,10,1.4
4CBB994F69F3,11,1.636364
4CC422B5E710,7,1.0
4CC56880FDF0,8,1.375
4CD535DDDE26,12,1.166667
4CDEB518A777,7,1.0
4CE0D4553658,12,1.083333
4CF351AC23BA,10,0.9
4CF4A9C28ECE,9,1.0
4CFEE034318F,9,1.222222
4D01E3613C86,13,1.0
4D06D6F02594,10,1.2
4D079D8ECC08,10,1.0
4D1755B1E482,13,1.230769
4D1A2D62BDC4,10,1.1
4D23A7FA9408,10,1.0
4D2A27BF5AB4,10,1.4
4D34C3A62607,12,1.083333
4D3FD2DBCA1B,9,1.0
4D44F84D6821,3,1.333333
4D4548484E40,11,0.909091
4D4683449914,12,1.166667
4D51DD14B0E4,7,0.857143
4D54AA1341D5,10,1.3
4D550F63270C,14,1.142857
4D55CD8CCF85,9,1.0
4D5772D6A709,9,1.0
4D60247D96CE,6,1.333333
4D67D54D6BE3,11,1.454545
4D6B9CAE9B5C,9,1.111111
4D7787F1E2CB,4,1.5
4DA58F8F319A,12,1.333333
4DA6DE1267AC,8,1.375
4DB01BAEA36B,10,1.0
4DB5B49E56D4,15,1.333333
4DBB73BBC84D,5,1.0
4DBCED679910,11,1.0
4DC0660FD777,9,1.666667
4DC710357850,9,1.0
4DD8BBCE5A0C,13,1.0
4DE033202375,7,1.0
4DE2EAF8914F,12,1.083333
4E078101C9DD,9,0.666667
4E07EED92E2E,7,1.0
4E0B09BFA60D,9,1.555556
4E163434729E,12,1.416667
4E1A49DAA439,12,1.25
4E2BE70F9551,13,1.076923
4E30F0777917,4,1.0
4E3D602783EB,11,0.818182
4E48D58E859A,10,0.9
4E49BF91D772,14,1.5
4E4FAB530872,9,0.888889
4E5902274F7A,15,1.2
4E67F6534ABA,12,1.333333
4E68CFD1B4D6,11,1.0
4E6D9C9F9318,13,0.923077
4E6E66266A2A,9,2.0
4E6F19F29DA9,4,1.25
4E70543A2909,10,1.4
4E7274220754,8,1.125
4E73009CC4AF,14,1.071429
4E73A80AAEB3,10,1.1
4E7557A13281,12,1.666667
4E7BE43833F1,8,1.0
4E8255A83429,11,0.909091
4E8BA703D87A,4,1.0
4E8F8A840479,10,1.0
4E928B4EBC53,14,1.642857
4E947C63E6E9,8,1.5
4EA1D91A526E,9,1.111111
4EA35584BB87,8,1.0
4EA86A6799D9,9,1.222222
4EAB0293267B,13,0.923077
4EACC56E424C,12,1.25
4EBA44D861BE,8,1.0
4EBD10D304A9,8,1.0
4EC121AB2F3F,10,1.3
4EC2CCDB49DC,11,1.0
4EC4DB053AE7,10,1.1
4EC4EF410FC7,11,1.181818
4ED044414560,6,1.0
4ED1DD11B208,9,1.111111
4ED5C9162A01,7,0.857143
4ED769B5CE44,7,1.0
4EDA41528FA4,14,1.0
4EDB197A680E,8,0.875
4EE1B353819F,7,1.0
4EE5BF805EB5,8,1.0
4EE5E97529E0,6,1.0
4EE7DCB86BB4,9,0.888889
4EF56F42107E,9,1.333333
4EFC8F589A83,7,1.857143
4F072A94FC53,15,1.133333
4F097E15A450,14,1.214286
4F0FF47B3CC5,12,1.416667
4F112B2712E2,11,1.363636
4F1617F685BD,6,1.833333
4F225B82A62C,9,1.222222
4F2438C131F2,14,1.071429
4F26841CD3C8,12,1.0
4F2C6D1D9AF1,13,1.0
4F2CC610F271,15,1.066667
4F2FD00AB17E,6,0.833333
4F3313E29951,9,1.111111
4F354E3FCD30,7,1.0
4F37F3579D51,10,1.5
4F39C001C736,11,1.363636
4F41DBBF6462,11,1.090909
4F46B0E32EB7,14,0.857143
4F4AF32BE55E,8,1.0
4F4C3717EEE8,6,1.0
4F4EF9C3957B,12,1.0
4F53FDABD596,5,1.0
4F5A0012432A,11,0.818182
4F5DCB0DCCD0,7,1.0
4F68A8CE6F27,6,0.833333
4F7A79EFD3AB,13,1.0
4F7E14B7D72F,12,1.416667
4F7F24918F42,6,1.0
4F7F5784717B,8,1.0
4F829961E964,8,1.0
4F83DD9D0130,8,1.0
4F8B988580CD,14,1.357143
4F9AF69E310B,13,1.153846
4F9E529C1FBD,6,0.166667
4FA737C9DC2E,11,0.909091
4FAB69773758,13,1.0
4FAC3B29417F,15,1.933333
4FB1EC92A6CC,9,1.0
4FB443E89181,8,1.125
4FC6489E8006,9,0.888889
4FD4CE18CCDF,12,1.083333
4FE8CD4987B6,7,1.0
4FF5D3885FD4,9,1.333333
4FF7C90E8071,7,1.0
4FFE43F4135B,9,1.0
5.19879E+11,6,1.5
5.27141E+11,14,1.357143
5.29033E+11,12,1.25
5.34354E+11,14,1.142857
5.45506E+11,8,0.875
5.46814E+11,9,1.0
5.53083E+11,12,1.0
5.75256E+11,5,1.6
5003A90A759A,4,1.0
50062F957F2C,11,1.0
5008F4C9D932,13,1.076923
501548D29BA2,11,1.545455
50165AB9C6F2,6,1.0
5016DBF9E5A8,21,1.47619
5017EF96E33C,10,1.0
5019D1373922,11,1.090909
5023E21F6A84,8,1.0
50247922908C,9,1.0
502A32AFDB6A,8,1.0
5032D57FC9F1,13,1.076923
503552AC24F4,7,1.0
5035B5AFCDEA,10,1.0
503CF32C50EF,12,1.0
503DA2534877,12,1.083333
50405AD10BEE,4,1.5
50446FC1E14D,9,1.0
504CC3493DAF,9,1.0
505A24640C8D,7,1.0
505BC02CDE23,19,1.210526
505DBCB27320,14,1.0
505E7BE96294,7,1.142857
50614A110213,6,1.0
506BF8E786CE,4,1.0
5075F133AA2D,7,1.428571
507DD961E85E,5,1.0
5082B266C097,15,1.2
50855373AC95,10,1.2
5086805A319F,7,0.857143
5093B51E7CBE,11,1.181818
50A20D5E39BD,8,1.125
50A729516950,8,1.0
50AACA046816,16,1.0625
50B574FED819,6,1.333333
50B623B2E5B0,9,1.111111
50BC2C5D78A9,7,1.285714
50BCAECC0F0B,9,2.0
50BFBC374361,4,1.0
50C08AC99E2D,17,1.117647
50C2BE78BEF7,6,1.0
50C6B70DF247,6,1.333333
50D2E73ED47E,7,1.285714
50DFF5C46D9C,12,1.583333
50E303775600,12,1.166667
50E6B14375AB,17,1.058824
50E905BAF3AD,12,1.25
50F828AEE977,7,1.0
511B82DC07D1,7,1.0
511D6D3C51FB,7,1.142857
511D856B4842,12,1.583333
511ED4952D93,8,1.5
513761FDC07A,9,1.222222
513C8CADC353,7,1.285714
513F26B1B2FC,10,1.7
515244292F97,7,1.428571
5153133CE3CA,13,1.692308
51582221FB88,12,0.916667
515CFDAAA723,9,1.333333
5163679C254B,8,0.875
516557988F8B,7,0.714286
516AF42ED2C9,14,1.285714
516C0021B78F,14,1.0
516C1A08EF31,6,1.833333
516ECA74E0D5,8,1.0
5171E1D8A82A,11,1.090909
5173FB3C75A9,12,2.0
51862B10529B,11,1.0
518A59BA91F4,10,0.8
51A54CE0D413,7,1.142857
51A5A4C583D2,8,1.125
51A7C4616A18,11,1.0
51B19F4A5042,13,1.0
51B21A17D1E7,9,1.222222
51B65B5ADC4F,6,1.0
51B8712EF620,14,1.571429
51BE91C501F9,6,1.0
51C3D7E06ED2,15,1.533333
51CC68B4A5B3,15,1.266667
51D1B45542A1,9,1.0
51D490A60F0F,5,0.6
51D70845DFA5,10,1.6
51DB76880081,13,1.307692
51DD6A82BD9D,4,1.0
51DD72AD9EAF,9,1.0
51E0432E761E,9,1.0
51E211998DF0,7,1.142857
51E4EB3745CB,11,1.0
51E6646E0733,9,1.111111
51EE6BE022BC,10,1.0
51EF8C7D4263,13,0.769231
51EFEB9D8D09,4,1.0
52043A84C3BC,7,1.0
52052A7BEEE1,6,1.0
52119FF73675,7,1.0
52145F7349A8,9,1.0
52158495C326,12,1.0
5218172D792D,9,1.555556
521B387F32A8,6,1.0
521D89F262DF,16,1.4375
52228E95FAC5,10,1.5
52233E7A7574,14,1.214286
5223640D0D11,8,1.125
522421AC1CDB,10,1.0
52315F217E9A,11,0.818182
523DC90B340F,9,1.111111
5245516C1B2F,11,1.0
5246D89EFDBD,10,1.1
524CC4D3EEA3,13,1.076923
5256BB4022DE,9,1.444444
52579F4BBE4E,11,1.909091
525E3781C41B,9,1.333333
526CC6ABF8FE,6,1.5
52724D83C323,9,1.0
5273831FA984,14,1.0
52779E469111,12,1.0
527B7AAC2310,13,0.846154
527D2EC10B3C,9,1.222222
5283BE3A9AA8,9,1.444444
52A206351DE6,6,1.0
52ABB31C93C1,7,1.0
52B0537F4B05,11,1.090909
52B24BAEDC8C,5,1.0
52B54A7DBAD5,7,1.0
52C5975044F4,12,1.0
52D49831B279,14,1.714286
52DB1B03971F,8,1.375
52DC3B7C3952,12,1.083333
52F01172985F,9,1.444444
52F4BE946D52,6,1.166667
52F5C4141DD6,9,1.0
52FEF34F4AC7,13,1.0
52FF7CE735BE,7,1.0
530265997AD1,12,1.083333
53093659491E,7,1.285714
530F6C620945,6,1.333333
532496FD6727,9,1.0
533305B42133,9,1.111111
5341197C5A59,11,1.0
534835158D10,9,2.0
534A2664E872,9,1.444444
534B7D65F1BC,12,1.416667
534F8FD6D72C,8,1.0
5350A71E4878,12,1.666667
53531A799B5D,12,1.166667
5356F912E48A,11,1.636364
5358773AF219,6,1.166667
5369752CEAB0,6,0.666667
536F6375C0F1,9,1.0
53858BE44997,5,0.6
538E02E87EE2,7,1.0
538EC7762A0E,16,1.3125
5397604AE717,12,1.416667
539B8000A428,10,1.0
53A08016E38C,12,1.583333
53A15ABA8872,11,1.272727
53A248BAC35D,9,1.333333
53A5B5898974,8,0.25
53A6EF0C462B,6,1.0
53A88F5C2B68,12,1.0
53A9C12D80B1,10,1.5
53AFB23F2879,14,1.214286
53B076D547AE,12,0.833333
53B21C3A440F,12,1.916667
53B5A0C383D7,9,1.555556
53B68DAFE78B,13,1.307692
53B9330A8106,7,1.0
53BA0A8722FF,12,1.0
53C0A4A4535D,10,1.3
53C9F177EB03,13,1.230769
53CC67B72AC4,17,1.0
53CD63A1A92E,13,1.0
53CF7CA4FF9B,4,1.0
53DCD2003C08,13,1.230769
53DE53537B56,11,1.727273
53E64E2FB1DE,5,1.4
53E982E9957C,7,1.285714
53EEE7A5B5A1,9,1.111111
53F1450AF8DF,10,2.0
53F969ED1B94,10,0.9
53FB958D0310,7,1.0
5402D8B83297,10,0.9
5403979D49E5,12,1.0
5408E5D0F397,6,1.0
5412AD81F965,11,1.636364
54177B4F0399,6,1.0
5419620CA869,13,1.153846
542161D0012C,10,1.6
543192A13FBE,9,1.444444
5435CA799064,11,1.0
5441B7ECF4ED,12,1.25
5444797664B1,4,1.25
54487928DAA3,12,0.833333
54489E26F9F5,7,1.0
544B3D56A4C9,17,1.117647
544D3AC4F148,9,1.222222
5459D1AEA59F,9,1.0
5461798BA519,14,1.714286
546B079DDC60,17,1.352941
5478972243CE,9,1.0
547B0846CB1B,8,1.125
547B4C347058,8,1.0
547D92E1FFA5,9,1.0
548A2C7E3124,4,1.0
548A58E068EB,9,1.111111
548EC5B339E3,6,1.0
548ED77A3B2E,7,1.142857
549C74C7A6F8,6,1.166667
54A7A2CF8D60,8,1.375
54A8F5B2420A,12,1.666667
54AA3CF403CC,16,1.0625
54AD5B3231DE,10,1.4
54B02D438BA3,9,1.444444
54BB8F3AF22B,8,1.0
54C09D108011,12,1.0
54C805A7869C,14,1.357143
54C93D88E8F6,6,1.0
54CACD132533,9,1.0
54D9B881F9C6,7,1.428571
54DD496D85A7,14,1.642857
54E231B38C86,12,1.0
54E67CFD7039,15,1.4
54EBADB0DE35,11,1.0
54ECEEDEB966,11,1.0
5503B9964A09,9,1.0
5509D9C673A2,5,1.0
550ACFB35805,12,1.083333
551135544B29,7,1.428571
551BB83EEF11,8,1.0
551CE8C1C767,9,1.0
5526DCFDACF0,9,0.777778
552ABBDE1296,10,1.0
552E1E612147,14,1.5
5534E738B129,8,0.875
553A7E9B393C,8,1.0
553A7F2CFA9E,7,1.571429
553DAFEC175D,17,1.352941
554117C603DC,11,1.0
554DAEE7BBCF,6,1.166667
55575FFF5993,7,1.0
55578E1EC4D9,6,1.0
555B1B7D2167,9,1.111111
555BB0D560CA,12,1.0
555EC033AAE4,7,1.0
5562FD4D4820,8,1.375
556CAEBD8954,8,1.125
5574E4DD548A,8,1.125
557DD5E4BAAD,7,1.0
558299F3D69E,10,0.7
55904A998741,8,1.125
5593451440F8,15,1.2
55AA396C81EB,5,1.4
55ABBABE4AA6,11,1.0
55B0C90197A0,9,1.0
55B4C84AC4E3,11,1.454545
55C612B32725,8,1.0
55C6A894F0CD,10,1.5
55CA4D9CE7BE,12,1.5
55CE4FDD7C6C,9,1.333333
55D64FBD10D2,9,1.111111
55F959645CF4,12,1.416667
55F9635ECFD7,11,1.0
56090663E82F,12,1.166667
56121F282D95,10,1.4
561798F1DC3D,8,1.875
561F034DEF7C,11,1.0
563B63C53B71,12,1.166667
56489993A8DC,8,1.25
564FEF97AC52,10,1.0
5658A5617BA5,6,0.666667
565A4234C56A,10,1.0
565C0B89C2C9,6,1.0
5662D458F65C,8,1.625
5666D5642C98,5,1.0
56671797633F,9,1.444444
5672F9F49336,7,1.0
5674A7E93E14,8,1.0
56774BA72B7B,10,1.1
5686C7042536,5,1.0
568E35E8B116,5,1.0
568EF23DE225,10,1.5
5690C4B1DE7E,12,1.75
56934EC946BE,6,1.166667
569400270AD9,9,1.0
56977F9F1BC8,17,1.470588
56A410AD96CD,7,1.285714
56A5852FC1D3,14,1.214286
56AC4BE71C2F,9,0.888889
56AF012A8C6C,11,1.181818
56B4E3A8FA68,10,1.0
56B858DDB45C,11,1.0
56BC370EF7C6,8,1.0
56BDBCA6E4C8,6,1.0
56C594C8AD61,8,1.25
56CE596E4779,9,1.555556
56D0D649CBB7,10,1.3
56D0DEFE8006,6,1.0
56D1E00149AF,6,0.333333
56D7340B7056,12,0.916667
56D96BC94CD1,8,1.0
56DDE8F7EF4B,10,1.1
56EAC01DACE4,9,1.0
57035905015E,10,1.2
570749EC9327,6,1.0
570D3C7684D2,8,1.0
5716C4DAFC9E,12,1.75
571B29B60BDC,8,1.375
571BE3159B48,7,0.857143
571F127C69ED,15,1.066667
572095E6FD5E,7,1.428571
572236CAAFCE,12,1.75
572258CAB3B0,12,1.5
5725491F64E8,9,1.0
572D5C1F21BC,12,1.333333
573CC8D2D71B,17,1.058824
573D3A222492,10,1.4
573E39E45177,16,1.0
573FECFBABF1,14,1.0
5742BBAD7FAA,12,1.0
5757C902C635,10,1.0
57729F5DAC81,6,1.0
577CEC84D7E1,6,1.0
57859DBF4B4D,7,1.0
578917C04D28,10,1.3
5789A415F29D,7,1.142857
578F55185BA7,5,0.6
5799F532C5CE,9,1.222222
579C38EE157B,9,1.333333
57A4BDE06D1B,12,1.0
57A68036E7F5,10,1.0
57A6B1103088,13,1.153846
57A892269E96,7,0.857143
57B23EB24F91,12,1.0
57BB48970618,18,1.055556
57BB9D93F0CA,11,1.0
57BD9065E3EC,16,1.0
57C5D1B5D26B,15,1.2
57CE99683629,9,1.0
57CF03A3C5E4,8,1.125
57D117F52A26,11,1.181818
57D5D51D6D7A,9,1.333333
57D8DC790742,8,1.125
57E38AB72398,11,1.090909
57E588F2AE93,4,1.25
57E6F4BD9AE2,12,1.0
57E8161AEF27,10,1.0
57EB0A572616,8,1.0
57ED566E615C,11,1.454545
57FCE6EFA636,8,1.0
580B2818EAD3,9,0.888889
580D283A8895,6,0.833333
5818B1EE4923,9,1.444444
58211510AB4F,9,1.333333
583148511DEF,7,1.0
58358B109222,6,1.0
583A264BBC01,7,1.142857
584318BAA12F,10,1.3
5843D4C6EFCC,4,1.0
58453EDC66BA,12,1.0
5847329FD197,10,1.3
584A4BB1E954,6,0.833333
584F4FBD5836,6,1.0
5851531DD4FE,10,1.0
58567312BDAB,13,1.076923
58621C689C7B,8,0.75
586269D6471F,13,1.461538
58647D4AF653,8,1.0
58669BF55DF1,8,1.75
587B9AD94902,8,1.375
58842626BD36,6,1.0
5886FEE892A7,5,1.2
5893410E4804,7,1.0
58A457A5CC45,6,1.333333
58B24F7BCFEA,6,1.0
58B67E59C661,11,1.090909
58CC6C4321B5,13,1.538462
58CE20CD7539,9,1.111111
58D1B2CFF55A,11,1.727273
58D25D8574F3,11,1.0
58DA41AD8D5D,4,1.75
58E3C1A0DB31,7,1.142857
58E432E2DC35,14,1.071429
58E84BCE4B90,5,1.2
58EBDB3621E5,14,1.071429
58EE193B3F7D,12,1.0
58FE015253B7,7,1.285714
5902D762C891,16,0.875
590D3E0A466C,8,1.25
590E55688000,4,1.0
590F70DF6614,9,1.0
591B7E3E2B40,5,1.0
591E36982F38,7,1.428571
592A0A7ED525,16,0.6875
592C7623E346,15,1.266667
5934838B26AD,10,1.7
593E2802E27C,9,1.0
59409428D80E,8,1.0
5940D91292F8,10,0.8
5945ADE75E5E,13,1.153846
594BA746F1E3,7,1.285714
595BF7E204FD,7,1.0
5967C9CB596A,10,1.3
59838705785F,9,0.888889
5986652F6023,9,1.0
5988A483AC88,6,0.833333
5993D6213F79,10,1.3
599620A50158,12,1.0
59981B992996,10,0.5
599AE9FD7B94,6,1.0
59A2F81ECDB5,5,1.0
59A565081D48,9,0.888889
59A5BE420CB6,13,1.384615
59B8A753F73F,9,1.0
59C0B7954201,10,1.8
59C968EC9BED,7,1.0
59CD6F1E3E98,9,1.777778
59CD7BE99BD1,9,1.333333
59DB96D6A677,7,1.142857
59DC7E507A13,12,1.166667
59DE92B483E3,5,0.8
59DF391EF178,9,1.222222
59DF6605E8E4,12,1.0
59E76F18BFAC,17,1.352941
59E8C8BE4ACA,8,1.0
59EA4BEE9B35,24,1.458333
5A014068C6F1,11,1.0
5A220D6D2F3A,9,1.0
5A39C21B332E,15,1.466667
5A3BABA1AE21,11,0.909091
5A3EF40C9936,7,1.0
5A412BB760A7,7,1.0
5A533A7D1C03,7,1.0
5A5C03C6F19D,7,1.0
5A68798F2808,6,0.666667
5A6AE4CDEEF1,9,1.333333
5A7743501C3A,8,1.0
5A7EE12D0893,8,1.25
