comment_id,s_category,status
1057185,9,ok
1057191,7,ok
1057194,6,ok
1057196,0,ok
1057197,7,ok
1057203,4,ok
1057205,2,ok
1057207,5,ok
1057217,2,ok
1057220,5,ok
1057221,8,ok
1057225,1,ok
1057233,2,ok
1057235,6,ok
1057237,4,ok
1057239,3,ok
1057245,2,ok
1057246,5,ok
1057250,2,ok
1057251,0,ok
1057252,4,ok
1057260,5,ok
1057263,4,ok
1057264,4,ok
1057266,3,ok
1057268,8,ok
1057272,6,ok
1057273,0,ok
1057274,4,ok
1057279,2,ok
1057280,6,ok
1057283,1,ok
1057295,0,ok
1057302,0,ok
1057308,5,ok
1057310,6,ok
1057313,4,ok
1057319,9,ok
1057320,3,ok
1057323,3,ok
1057326,2,ok
1057330,8,ok
1057333,8,ok
1057335,1,ok
1057337,6,ok
1057347,8,ok
1057351,0,ok
1057352,6,ok
1057361,9,ok
1057366,0,ok
1057373,1,ok
1057375,2,ok
1057381,1,ok
1057399,8,ok
1057400,8,ok
1057404,1,ok
1057407,8,ok
1057408,7,ok
1057413,3,ok
1057420,7,ok
1057422,2,ok
1057423,3,ok
1057426,0,ok
1057446,2,ok
1057454,4,ok
1057457,6,ok
1057460,1,ok
1057469,5,ok
1057470,2,ok
1057473,5,ok
1057478,5,ok
1057486,9,ok
1057491,1,ok
1057494,1,ok
1057497,5,ok
1057501,8,ok
1057512,1,ok
1057517,8,ok
1057518,4,ok
1057523,1,ok
1057530,3,ok
1057531,7,ok
1057534,5,ok
1057547,4,ok
1057553,0,ok
1057560,3,ok
1057580,8,ok
1057582,5,ok
1057609,7,ok
1057610,6,ok
1057617,6,ok
1057620,1,ok
1057639,7,ok
1057640,7,ok
1057648,0,ok
1057651,6,ok
1057652,2,ok
1057660,0,ok
1057664,1,ok
1057672,2,ok
1057684,5,ok
1057688,3,ok
1057698,1,ok
1057706,4,ok
1057713,9,ok
1057715,6,ok
1057718,1,ok
1057732,3,ok
1057735,6,ok
1057736,3,ok
1057749,3,ok
1057767,3,ok
1057772,4,ok
1057776,9,ok
1057780,8,ok
1057781,6,ok
1057784,3,ok
1057796,0,ok
1057798,5,ok
1057799,7,ok
1057807,1,ok
1057814,8,ok
1057820,5,ok
1057833,8,ok
1057849,9,ok
1057850,3,ok
1057853,5,ok
1057856,2,ok
1057857,0,ok
1057860,6,ok
1057864,2,ok
1057867,7,ok
1057872,6,ok
1057880,5,ok
1057882,4,ok
1057884,2,ok
1057891,0,ok
1057892,2,ok
1057894,0,ok
1057905,4,ok
1057909,8,ok
1057911,7,ok
1057913,0,ok
1057917,0,ok
1057919,5,ok
1057922,3,ok
1057924,3,ok
1057932,4,ok
1057935,2,ok
1057938,2,ok
1057951,1,ok
1057953,4,ok
1057956,7,ok
1057958,3,ok
1057963,6,ok
1057965,8,ok
1057968,0,ok
1057972,7,ok
1057975,2,ok
1057982,2,ok
1057995,6,ok
1058003,3,ok
1058006,6,ok
1058014,6,ok
1058016,7,ok
1058019,9,ok
1058021,5,ok
1058032,8,ok
1058035,0,ok
1058037,3,ok
1058039,7,ok
1058041,3,ok
1058043,8,ok
1058047,6,ok
1058064,5,ok
1058066,8,ok
1058078,7,ok
1058084,3,ok
1058085,9,ok
1058088,5,ok
1058101,5,ok
1058102,1,ok
1058108,1,ok
1058120,0,ok
1058123,6,ok
1058131,1,ok
1058133,9,ok
1058136,2,ok
1058138,9,ok
1058139,2,ok
1058140,1,ok
1058146,8,ok
1058148,3,ok
1058151,1,ok
1058152,5,ok
1058156,8,ok
1058159,5,ok
1058166,9,ok
1058170,0,ok
1058174,8,ok
1058175,6,ok
1058177,8,ok
1058181,1,ok
1058182,4,ok
1058184,4,ok
1058187,3,ok
1058192,1,ok
1058196,6,ok
1058198,8,ok
1058201,7,ok
1058219,3,ok
1058223,0,ok
1058238,4,ok
1058250,5,ok
1058258,9,ok
1058270,2,ok
1058274,6,ok
1058276,0,ok
1058281,5,ok
1058294,9,ok
1058302,4,ok
1058304,9,ok
1058311,1,ok
1058312,5,ok
1058313,2,ok
1058316,5,ok
1058324,0,ok
1058329,2,ok
1058338,2,ok
1058354,4,ok
1058361,9,ok
1058363,6,ok
1058364,7,ok
1058366,6,ok
1058369,5,ok
1058370,3,ok
1058378,3,ok
1058379,1,ok
1058380,1,ok
1058387,7,ok
1058390,7,ok
1058394,0,ok
1058400,3,ok
1058403,6,ok
1058404,3,ok
1058407,0,ok
1058409,5,ok
1058412,3,ok
1058415,6,ok
1058416,8,ok
1058424,8,ok
1058426,9,ok
1058428,3,ok
1058436,6,ok
1058442,1,ok
1058445,7,ok
1058452,3,ok
1058458,6,ok
1058462,1,ok
1058471,8,ok
1058473,8,ok
1058477,1,ok
1058479,0,ok
1058480,1,ok
1058484,8,ok
1058495,7,ok
1058502,3,ok
1058508,2,ok
1058512,7,ok
1058513,1,ok
1058521,6,ok
1058529,1,ok
1058539,6,ok
1058541,9,ok
1058544,2,ok
1058546,4,ok
1058547,8,ok
1058551,1,ok
1058560,0,ok
1058561,1,ok
1058566,9,ok
1058574,3,ok
1058589,0,ok
1058592,7,ok
1058594,7,ok
1058610,6,ok
1058619,3,ok
1058621,2,ok
1058626,1,ok
1058632,3,ok
1058639,2,ok
1058640,3,ok
1058644,9,ok
1058647,0,ok
1058651,0,ok
1058652,9,ok
1058655,9,ok
1058659,3,ok
1058664,8,ok
1058667,2,ok
1058668,9,ok
1058669,2,ok
1058670,7,ok
1058674,0,ok
1058675,1,ok
1058680,8,ok
1058682,9,ok
1058686,8,ok
1058690,6,ok
1058693,6,ok
1058694,2,ok
1058695,8,ok
1058696,6,ok
1058701,2,ok
1058709,7,ok
1058712,0,ok
1058714,6,ok
1058724,8,ok
1058726,0,ok
1058730,1,ok
1058733,5,ok
1058742,2,ok
1058754,0,ok
1058768,4,ok
1058769,7,ok
1058775,8,ok
1058792,7,ok
1058793,6,ok
1058796,4,ok
1058801,4,ok
1058803,6,ok
1058810,2,ok
1058812,6,ok
1058818,4,ok
1058819,3,ok
1058820,0,ok
1058839,6,ok
1058842,2,ok
1058845,2,ok
1058855,9,ok
1058860,3,ok
1058871,6,ok
1058874,9,ok
1058876,7,ok
1058877,5,ok
1058886,9,ok
1058889,6,ok
1058900,8,ok
1058907,5,ok
1058911,7,ok
1058913,5,ok
1058915,2,ok
1058917,1,ok
1058921,7,ok
1058923,1,ok
1058926,6,ok
1058927,6,ok
1058932,5,ok
1058933,5,ok
1058946,1,ok
1058963,5,ok
1058972,3,ok
1058979,2,ok
1058984,2,ok
1058987,2,ok
1058988,3,ok
1058989,8,ok
1058990,4,ok
1058996,6,ok
1058999,7,ok
1059002,7,ok
1059010,9,ok
1059016,1,ok
1059017,7,ok
1059020,5,ok
1059025,2,ok
1059028,2,ok
1059029,2,ok
1059033,1,ok
1059038,8,ok
1059039,0,ok
1059054,8,ok
1059063,9,ok
1059065,3,ok
1059066,1,ok
1059069,4,ok
1059075,1,ok
1059078,1,ok
1059080,3,ok
1059098,6,ok
1059100,7,ok
1059103,0,ok
1059106,4,ok
1059108,3,ok
1059110,8,ok
1059115,4,ok
1059120,4,ok
1059122,9,ok
1059130,3,ok
1059133,9,ok
1059165,3,ok
1059168,1,ok
1059173,8,ok
1059183,2,ok
1059184,8,ok
1059186,4,ok
1059187,1,ok
1059194,0,ok
1059196,4,ok
1059198,3,ok
1059203,6,ok
1059207,0,ok
1059212,2,ok
1059216,7,ok
1059218,8,ok
1059219,2,ok
1059220,1,ok
1059221,2,ok
1059222,5,ok
1059229,1,ok
1059231,3,ok
1059245,8,ok
1059249,2,ok
1059251,8,ok
1059259,7,ok
1059263,7,ok
1059265,0,ok
1059270,3,ok
1059272,9,ok
1059273,9,ok
1059287,9,ok
1059307,6,ok
1059309,1,ok
1059316,0,ok
1059319,2,ok
1059322,7,ok
1059324,3,ok
1059329,1,ok
1059332,0,ok
1059338,1,ok
1059342,9,ok
1059350,8,ok
1059351,0,ok
1059356,0,ok
1059359,1,ok
1059361,7,ok
1059362,2,ok
1059363,4,ok
1059365,1,ok
1059367,5,ok
1059369,6,ok
1059371,4,ok
1059383,9,ok
1059385,5,ok
1059392,3,ok
1059397,7,ok
1059400,8,ok
1059403,0,ok
1059410,0,ok
1059422,8,ok
1059425,3,ok
1059434,0,ok
1059441,9,ok
1059442,6,ok
1059444,9,ok
1059445,8,ok
1059452,1,ok
1059468,5,ok
1059470,9,ok
1059471,0,ok
1059480,5,ok
1059483,0,ok
1059486,7,ok
1059489,5,ok
1059503,1,ok
1059507,2,ok
1059513,0,ok
1059518,9,ok
1059524,9,ok
1059529,6,ok
1059533,2,ok
1059542,6,ok
1059553,4,ok
1059558,9,ok
1059570,9,ok
1059580,8,ok
1059586,6,ok
1059593,1,ok
1059597,3,ok
1059600,1,ok
1059605,7,ok
1059608,2,ok
1059619,0,ok
1059628,9,ok
1059633,1,ok
1059640,7,ok
1059641,7,ok
1059643,3,ok
1059648,5,ok
1059649,0,ok
1059658,8,ok
1059661,4,ok
1059674,4,ok
1059681,9,ok
1059683,9,ok
1059687,7,ok
1059694,1,ok
1059699,6,ok
1059701,6,ok
1059712,0,ok
1059718,0,ok
1059726,2,ok
1059729,8,ok
1059744,2,ok
1059753,3,ok
1059754,3,ok
1059756,4,ok
1059767,2,ok
1059768,8,ok
1059776,8,ok
1059781,6,ok
1059788,5,ok
1059797,0,ok
1059808,3,ok
1059827,3,ok
1059831,0,ok
1059834,7,ok
1059840,1,ok
1059871,0,ok
1059872,6,ok
1059873,2,ok
1059875,3,ok
1059889,4,ok
1059890,3,ok
1059895,7,ok
1059902,9,ok
1059904,1,ok
1059909,9,ok
1059912,7,ok
1059925,5,ok
1059926,4,ok
1059931,3,ok
1059932,1,ok
1059943,7,ok
1059944,3,ok
1059947,3,ok
1059969,5,ok
1059973,9,ok
1059979,7,ok
1059981,1,ok
1059982,2,ok
1059986,9,ok
1059993,5,ok
1059999,4,ok
1060005,2,ok
1060009,8,ok
1060014,6,ok
1060017,2,ok
1060025,9,ok
1060029,3,ok
1060031,1,ok
1060036,5,ok
1060042,9,ok
1060045,3,ok
1060048,3,ok
1060050,4,ok
1060054,9,ok
1060057,9,ok
1060060,1,ok
1060061,2,ok
1060063,6,ok
1060065,5,ok
1060071,4,ok
1060073,3,ok
1060074,2,ok
1060076,9,ok
1060079,4,ok
1060082,5,ok
1060083,4,ok
1060087,2,ok
1060095,9,ok
1060101,5,ok
1060104,3,ok
1060106,4,ok
1060121,3,ok
1060134,2,ok
1060137,0,ok
1060160,7,ok
1060166,3,ok
1060171,9,ok
1060173,7,ok
1060181,5,ok
1060191,3,ok
1060194,1,ok
1060209,3,ok
1060211,1,ok
1060215,1,ok
1060216,3,ok
1060223,3,ok
1060228,1,ok
1060229,7,ok
1060230,4,ok
1060231,7,ok
1060241,8,ok
1060243,4,ok
1060247,6,ok
1060257,1,ok
1060258,0,ok
1060263,7,ok
1060264,8,ok
1060271,8,ok
1060281,5,ok
1060283,2,ok
1060293,5,ok
1060300,1,ok
1060303,0,ok
1060308,5,ok
1060309,7,ok
1060312,2,ok
1060314,0,ok
1060321,8,ok
1060323,4,ok
1060332,3,ok
1060337,6,ok
1060339,3,ok
1060340,0,ok
1060346,4,ok
1060349,2,ok
1060354,2,ok
1060359,7,ok
1060365,3,ok
1060366,7,ok
1060367,2,ok
1060369,2,ok
1060382,5,ok
1060387,5,ok
1060389,1,ok
1060393,2,ok
1060404,3,ok
1060405,4,ok
1060406,0,ok
1060412,2,ok
1060413,5,ok
1060416,5,ok
1060424,0,ok
1060432,6,ok
1060433,8,ok
1060438,0,ok
1060442,6,ok
1060444,5,ok
1060454,3,ok
1060459,8,ok
1060466,9,ok
1060470,8,ok
1060471,5,ok
1060474,2,ok
1060477,2,ok
1060480,2,ok
1060484,0,ok
1060488,5,ok
1060494,3,ok
1060524,2,ok
1060528,4,ok
1060537,5,ok
1060538,3,ok
1060539,8,ok
1060543,1,ok
1060546,0,ok
1060550,8,ok
1060562,6,ok
1060565,9,ok
1060568,9,ok
1060583,9,ok
1060585,1,ok
1060586,7,ok
1060587,0,ok
1060591,7,ok
1060593,5,ok
1060596,5,ok
1060599,6,ok
1060600,1,ok
1060612,8,ok
1060613,1,ok
1060625,1,ok
1060636,9,ok
1060639,2,ok
1060642,5,ok
1060645,2,ok
1060648,6,ok
1060649,3,ok
1060651,4,ok
1060661,8,ok
1060674,4,ok
1060683,5,ok
1060684,5,ok
1060692,6,ok
1060694,3,ok
1060696,1,ok
1060698,6,ok
1060704,6,ok
1060720,6,ok
1060731,2,ok
1060739,9,ok
1060740,4,ok
1060742,9,ok
1060743,5,ok
1060744,9,ok
1060746,9,ok
1060754,3,ok
1060757,4,ok
1060760,8,ok
1060761,9,ok
1060762,7,ok
1060765,0,ok
1060767,8,ok
1060769,9,ok
1060774,2,ok
1060776,4,ok
1060780,6,ok
1060788,3,ok
1060790,6,ok
1060799,1,ok
1060801,1,ok
1060804,8,ok
1060809,3,ok
1060810,4,ok
1060814,8,ok
1060818,0,ok
1060829,1,ok
1060836,9,ok
1060846,6,ok
1060858,0,ok
1060866,7,ok
1060867,0,ok
1060868,2,ok
1060881,9,ok
1060883,0,ok
1060885,5,ok
1060892,8,ok
1060905,1,ok
1060908,2,ok
1060917,6,ok
1060920,4,ok
1060926,7,ok
1060933,3,ok
1060940,2,ok
1060943,3,ok
1060957,8,ok
1060961,1,ok
1060967,6,ok
1060978,7,ok
1060979,1,ok
1060992,7,ok
1061004,4,ok
1061013,1,ok
1061020,3,ok
1061028,3,ok
1061029,1,ok
1061034,1,ok
1061035,2,ok
1061037,5,ok
1061045,8,ok
1061053,6,ok
1061054,2,ok
1061056,2,ok
1061060,9,ok
1061067,7,ok
1061073,5,ok
1061076,1,ok
1061079,5,ok
1061080,7,ok
1061082,8,ok
1061085,2,ok
1061092,0,ok
1061093,1,ok
1061094,1,ok
1061101,3,ok
1061106,9,ok
1061118,1,ok
1061131,4,ok
1061135,3,ok
1061137,8,ok
1061138,2,ok
1061141,5,ok
1061152,7,ok
1061155,8,ok
1061157,1,ok
1061162,0,ok
1061172,1,ok
1061188,2,ok
1061189,6,ok
1061193,3,ok
1061196,5,ok
1061204,4,ok
1061209,4,ok
1061216,2,ok
1061225,3,ok
1061227,0,ok
1061229,2,ok
1061232,4,ok
1061236,3,ok
1061237,2,ok
1061244,1,ok
1061248,5,ok
1061254,3,ok
1061255,9,ok
1061257,6,ok
1061258,4,ok
1061262,1,ok
1061263,0,ok
1061264,5,ok
1061265,6,ok
1061267,0,ok
1061269,1,ok
1061275,2,ok
1061281,5,ok
1061285,5,ok
1061301,7,ok
1061319,0,ok
1061324,5,ok
1061328,0,ok
1061329,1,ok
1061361,0,ok
1061367,3,ok
1061368,4,ok
1061371,8,ok
1061382,2,ok
1061387,5,ok
1061417,1,ok
1061418,3,ok
1061420,1,ok
1061423,0,ok
1061426,4,ok
1061430,3,ok
1061434,1,ok
1061451,2,ok
1061453,4,ok
1061475,2,ok
1061479,2,ok
1061493,4,ok
1061499,3,ok
1061505,0,ok
1061510,6,ok
1061514,2,ok
1061515,4,ok
1061536,7,ok
1061542,7,ok
1061557,3,ok
1061562,8,ok
1061565,7,ok
1061571,9,ok
1061590,9,ok
1061594,3,ok
1061596,0,ok
1061598,1,ok
1061601,6,ok
1061605,0,ok
1061606,5,ok
1061610,8,ok
1061612,0,ok
1061623,0,ok
1061637,0,ok
1061652,5,ok
1061655,0,ok
1061656,5,ok
1061657,9,ok
1061666,5,ok
1061667,0,ok
1061672,0,ok
1061678,1,ok
1061687,6,ok
1061689,5,ok
1061690,9,ok
1061701,3,ok
1061702,2,ok
1061704,7,ok
1061716,9,ok
1061725,3,ok
1061729,3,ok
1061741,6,ok
1061744,0,ok
1061751,3,ok
1061763,6,ok
1061775,8,ok
1061777,8,ok
1061791,5,ok
1061797,5,ok
1061799,7,ok
1061800,0,ok
1061806,5,ok
1061820,4,ok
1061822,7,ok
1061827,1,ok
1061829,7,ok
1061838,8,ok
1061846,4,ok
1061851,5,ok
1061853,2,ok
1061858,2,ok
1061864,3,ok
1061867,6,ok
1061877,1,ok
1061879,0,ok
1061883,2,ok
1061884,5,ok
1061885,2,ok
1061888,0,ok
1061893,5,ok
1061894,5,ok
1061896,7,ok
1061897,4,ok
1061906,7,ok
1061920,7,ok
1061922,0,ok
1061923,0,ok
1061926,7,ok
1061939,0,ok
1061940,1,ok
1061944,3,ok
1061952,9,ok
1061962,6,ok
1061963,1,ok
1061979,1,ok
1061992,0,ok
1061999,7,ok
1062006,4,ok
1062007,5,ok
1062010,8,ok
1062016,0,ok
1062019,3,ok
1062022,1,ok
1062023,7,ok
1062028,7,ok
1062029,4,ok
1062040,4,ok
1062044,2,ok
1062045,0,ok
1062046,2,ok
1062056,7,ok
1062061,5,ok
1062064,5,ok
1062069,9,ok
1062076,6,ok
1062084,4,ok
1062085,7,ok
1062092,8,ok
1062093,1,ok
1062095,1,ok
1062100,5,ok
1062105,6,ok
1062106,8,ok
1062108,6,ok
1062110,6,ok
1062148,2,ok
1062150,3,ok
1062170,0,ok
1062172,1,ok
1062174,2,ok
1062175,8,ok
1062176,3,ok
1062206,5,ok
1062214,0,ok
1062219,7,ok
1062224,5,ok
1062235,1,ok
1062241,7,ok
1062242,8,ok
1062249,1,ok
1062251,3,ok
1062257,1,ok
1062258,6,ok
1062276,8,ok
1062282,4,ok
1062288,6,ok
1062289,2,ok
1062291,9,ok
1062295,6,ok
1062299,3,ok
1062317,1,ok
1062340,0,ok
1062348,0,ok
1062359,4,ok
1062374,1,ok
1062375,3,ok
1062379,4,ok
1062381,5,ok
1062383,5,ok
1062385,3,ok
1062389,0,ok
1062396,5,ok
1062398,4,ok
1062402,2,ok
1062411,4,ok
1062414,0,ok
1062419,9,ok
1062432,4,ok
1062434,2,ok
1062440,2,ok
1062442,3,ok
1062446,6,ok
1062449,3,ok
1062453,0,ok
1062457,4,ok
1062460,0,ok
1062465,5,ok
1062468,1,ok
1062481,1,ok
1062482,3,ok
1062488,4,ok
1062490,7,ok
1062494,7,ok
1062498,9,ok
1062508,3,ok
1062511,8,ok
1062519,1,ok
1062521,2,ok
1062523,5,ok
1062525,0,ok
1062530,0,ok
1062531,4,ok
1062537,6,ok
1062538,3,ok
1062543,8,ok
1062550,4,ok
1062557,5,ok
1062561,9,ok
1062569,3,ok
1062574,7,ok
1062582,4,ok
1062586,1,ok
1062587,2,ok
1062594,4,ok
1062595,0,ok
1062598,9,ok
1062605,3,ok
1062606,6,ok
1062607,9,ok
1062611,1,ok
1062619,3,ok
1062622,1,ok
1062624,3,ok
1062626,7,ok
1062631,6,ok
1062635,9,ok
1062641,0,ok
1062647,1,ok
1062652,4,ok
1062653,4,ok
1062657,5,ok
1062658,0,ok
1062662,5,ok
1062666,9,ok
1062679,3,ok
1062682,7,ok
1062688,7,ok
1062693,9,ok
1062694,2,ok
1062696,1,ok
1062699,7,ok
1062705,5,ok
1062712,3,ok
1062736,8,ok
1062740,4,ok
1062741,2,ok
1062747,2,ok
1062750,7,ok
1062754,8,ok
1062759,8,ok
1062763,1,ok
1062764,4,ok
1062766,3,ok
1062774,6,ok
1062777,5,ok
1062779,1,ok
1062784,5,ok
1062786,3,ok
1062787,7,ok
1062788,3,ok
1062789,4,ok
1062792,9,ok
1062794,0,ok
1062819,7,ok
1062833,4,ok
1062837,2,ok
1062839,1,ok
1062840,1,ok
1062842,1,ok
1062843,4,ok
1062844,9,ok
1062849,4,ok
1062853,6,ok
1062856,1,ok
1062857,2,ok
1062862,9,ok
1062868,0,ok
1062872,4,ok
1062877,0,ok
1062882,7,ok
1062885,3,ok
1062888,0,ok
1062890,4,ok
1062894,3,ok
1062908,6,ok
1062918,6,ok
1062930,0,ok
1062931,8,ok
1062932,3,ok
1062934,9,ok
1062937,1,ok
1062940,3,ok
1062947,5,ok
1062960,0,ok
1062972,3,ok
1062985,1,ok
1062987,4,ok
1062993,2,ok
1062996,0,ok
1063009,5,ok
1063013,6,ok
1063016,0,ok
1063032,3,ok
1063040,6,ok
1063046,5,ok
1063060,5,ok
1063062,3,ok
1063065,3,ok
1063066,4,ok
1063073,4,ok
1063077,5,ok
1063078,4,ok
1063084,3,ok
1063087,1,ok
1063091,9,ok
1063095,7,ok
1063096,8,ok
1063099,7,ok
1063131,3,ok
1063144,3,ok
1063151,4,ok
1063152,4,ok
1063158,6,ok
1063159,2,ok
1063168,5,ok
1063173,5,ok
1063178,0,ok
1063183,8,ok
1063191,3,ok
1063192,0,ok
1063194,6,ok
1063198,9,ok
1063202,4,ok
1063205,1,ok
1063208,9,ok
1063209,6,ok
1063210,1,ok
1063211,8,ok
1063216,4,ok
1063220,6,ok
1063221,1,ok
1063228,6,ok
1063243,3,ok
1063252,7,ok
1063263,9,ok
1063276,9,ok
1063280,3,ok
1063286,4,ok
1063291,7,ok
1063295,6,ok
1063304,2,ok
1063306,5,ok
1063311,3,ok
1063320,3,ok
1063322,1,ok
1063327,6,ok
1063332,0,ok
1063336,5,ok
1063339,9,ok
1063341,1,ok
1063342,3,ok
1063348,5,ok
1063350,3,ok
1063352,0,ok
1063354,3,ok
1063356,3,ok
1063360,8,ok
1063393,1,ok
1063412,6,ok
1063417,2,ok
1063426,0,ok
1063431,8,ok
1063460,1,ok
1063466,7,ok
1063471,5,ok
1063475,0,ok
1063484,6,ok
1063486,0,ok
1063488,0,ok
1063490,9,ok
1063497,6,ok
1063501,3,ok
1063502,8,ok
1063503,1,ok
1063513,3,ok
1063516,6,ok
1063518,2,ok
1063529,9,ok
1063532,0,ok
1063536,9,ok
1063538,2,ok
1063541,1,ok
1063546,9,ok
1063547,4,ok
1063558,3,ok
1063559,0,ok
1063591,1,ok
1063595,6,ok
1063599,2,ok
1063601,0,ok
1063602,7,ok
1063613,8,ok
1063615,5,ok
1063619,2,ok
1063620,2,ok
1063636,6,ok
1063644,6,ok
1063650,6,ok
1063665,6,ok
1063668,2,ok
1063672,8,ok
1063692,2,ok
1063696,9,ok
1063699,1,ok
1063700,5,ok
1063702,5,ok
1063703,9,ok
1063709,3,ok
1063713,4,ok
1063716,5,ok
1063725,0,ok
1063730,2,ok
1063741,0,ok
1063756,0,ok
1063759,2,ok
1063776,0,ok
1063783,9,ok
1063786,3,ok
1063798,5,ok
1063799,6,ok
1063814,2,ok
1063815,8,ok
1063816,0,ok
1063823,2,ok
1063833,8,ok
1063835,3,ok
1063838,0,ok
1063841,7,ok
1063853,2,ok
1063857,9,ok
1063868,9,ok
1063871,3,ok
1063872,8,ok
1063878,2,ok
1063879,6,ok
1063886,7,ok
1063888,0,ok
1063890,6,ok
1063893,8,ok
1063898,1,ok
1063903,5,ok
1063905,9,ok
1063907,2,ok
1063916,7,ok
1063923,1,ok
1063928,2,ok
1063937,4,ok
1063940,2,ok
1063949,9,ok
1063951,8,ok
1063967,4,ok
1063971,7,ok
1063976,2,ok
1063978,1,ok
1063983,5,ok
1063988,1,ok
1064002,9,ok
1064003,6,ok
1064012,7,ok
1064013,0,ok
1064017,3,ok
1064029,5,ok
1064032,0,ok
1064035,2,ok
1064040,1,ok
1064044,5,ok
1064045,7,ok
1064047,6,ok
1064057,7,ok
1064065,3,ok
1064073,6,ok
1064074,2,ok
1064075,8,ok
1064080,6,ok
1064081,4,ok
1064082,7,ok
1064084,4,ok
1064098,4,ok
1064100,8,ok
1064103,9,ok
1064107,7,ok
1064112,6,ok
1064114,7,ok
1064116,9,ok
1064121,5,ok
1064123,4,ok
1064129,2,ok
1064142,9,ok
1064146,8,ok
1064147,3,ok
1064148,5,ok
1064151,8,ok
1064153,0,ok
1064155,8,ok
1064157,7,ok
1064165,9,ok
1064169,7,ok
1064174,0,ok
1064188,1,ok
1064191,9,ok
1064192,2,ok
1064197,6,ok
1064204,4,ok
1064214,1,ok
1064215,2,ok
1064216,2,ok
1064222,0,ok
1064231,5,ok
1064235,7,ok
1064242,3,ok
1064244,9,ok
1064245,9,ok
1064246,1,ok
1064251,2,ok
1064254,8,ok
1064269,8,ok
1064271,0,ok
1064276,7,ok
1064279,6,ok
1064284,6,ok
1064285,2,ok
1064286,9,ok
1064294,8,ok
1064295,2,ok
1064315,5,ok
1064321,1,ok
1064331,0,ok
1064334,1,ok
1064339,5,ok
1064343,1,ok
1064351,4,ok
1064353,5,ok
1064365,8,ok
1064368,8,ok
1064369,8,ok
1064370,4,ok
1064388,5,ok
1064392,7,ok
1064396,9,ok
1064405,9,ok
1064407,0,ok
1064409,2,ok
1064413,5,ok
1064414,0,ok
1064417,4,ok
1064430,7,ok
1064431,6,ok
1064443,6,ok
1064445,5,ok
1064471,3,ok
1064478,7,ok
1064485,2,ok
1064486,0,ok
1064487,1,ok
1064492,6,ok
1064494,2,ok
1064495,7,ok
1064503,5,ok
1064504,8,ok
1064510,8,ok
1064511,5,ok
1064516,2,ok
1064541,5,ok
1064552,4,ok
1064554,3,ok
1064564,6,ok
1064582,9,ok
1064583,0,ok
1064591,5,ok
1064596,9,ok
1064602,8,ok
1064603,6,ok
1064614,3,ok
1064618,9,ok
1064619,5,ok
1064627,4,ok
1064629,2,ok
1064631,0,ok
1064632,4,ok
1064639,8,ok
1064648,5,ok
1064653,3,ok
1064660,6,ok
1064691,1,ok
1064701,0,ok
1064712,2,ok
1064724,2,ok
1064736,4,ok
1064738,3,ok
1064747,7,ok
1064756,7,ok
1064777,8,ok
1064788,2,ok
1064801,9,ok
1064809,5,ok
1064820,9,ok
1064821,0,ok
1064822,3,ok
1064824,4,ok
1064834,4,ok
1064837,8,ok
1064844,5,ok
1064863,0,ok
1064865,7,ok
1064869,0,ok
1064872,4,ok
1064880,3,ok
1064888,1,ok
1064892,0,ok
1064893,7,ok
1064897,5,ok
1064901,8,ok
1064904,3,ok
1064907,8,ok
1064919,1,ok
1064921,4,ok
1064929,7,ok
1064934,1,ok
1064948,2,ok
1064955,8,ok
1064966,7,ok
1064972,7,ok
1065005,1,ok
1065012,4,ok
1065013,6,ok
1065015,0,ok
1065025,2,ok
1065036,2,ok
1065040,7,ok
1065054,1,ok
1065055,3,ok
1065063,9,ok
1065065,5,ok
1065071,2,ok
1065074,0,ok
1065075,0,ok
1065082,1,ok
1065083,2,ok
1065089,6,ok
1065107,4,ok
1065115,4,ok
1065117,2,ok
1065118,2,ok
1065151,0,ok
1065163,0,ok
1065171,7,ok
1065187,1,ok
1065200,4,ok
1065219,0,ok
1065223,9,ok
1065227,7,ok
1065229,7,ok
1065235,1,ok
1065244,5,ok
1065253,4,ok
1065257,3,ok
1065263,6,ok
1065265,1,ok
1065267,5,ok
1065272,8,ok
1065278,2,ok
1065282,5,ok
1065283,4,ok
1065284,2,ok
1065287,5,ok
1065291,3,ok
1065297,5,ok
1065304,0,ok
1065311,3,ok
1065317,9,ok
1065321,0,ok
1065348,8,ok
1065350,8,ok
1065354,1,ok
1065355,0,ok
1065368,7,ok
1065371,0,ok
1065374,8,ok
1065378,8,ok
1065379,8,ok
1065391,2,ok
1065401,5,ok
1065402,1,ok
1065409,3,ok
1065418,6,ok
1065421,5,ok
1065423,4,ok
1065429,2,ok
1065430,6,ok
1065434,0,ok
1065437,5,ok
1065440,9,ok
1065442,1,ok
1065443,1,ok
1065444,7,ok
1065447,7,ok
1065449,7,ok
1065457,9,ok
1065462,0,ok
1065471,4,ok
1065475,1,ok
1065479,6,ok
1065482,5,ok
1065491,7,ok
1065495,2,ok
1065500,7,ok
1065509,5,ok
1065510,5,ok
1065520,3,ok
1065522,7,ok
1065525,4,ok
1065532,9,ok
1065534,2,ok
1065535,4,ok
1065540,1,ok
1065542,6,ok
1065546,4,ok
1065553,3,ok
1065568,3,ok
1065571,1,ok
1065574,7,ok
1065595,1,ok
1065598,5,ok
1065599,1,ok
1065600,0,ok
1065603,6,ok
